t,P_a
102.0,76.6035535013
103.0,77.1938250499
104.0,77.7138570123
105.0,77.3111852321
106.0,77.7470530565
107.0,78.0893127009
108.0,77.5671197064
109.0,77.1761041606
110.0,77.441905949
111.0,77.2469334209
112.0,76.9691765062
113.0,77.4373166939
114.0,77.531513969
115.0,77.4526820622
116.0,77.3691840965
117.0,77.3298183993
118.0,78.2551258767
119.0,77.8290639149
120.0,78.2192699077
121.0,76.8737684158
122.0,77.7188073592
123.0,77.4110193173
124.0,78.1340570564
125.0,78.2164789486
126.0,78.4759249387
127.0,78.1606985955
128.0,76.7976162664
129.0,77.3817373555
130.0,77.5715255939
131.0,77.7632710812
132.0,76.5139371135
133.0,77.9748030074
134.0,77.5093279606
135.0,77.6339909033
136.0,77.3224776897
137.0,76.8951486824
138.0,77.8560954219
139.0,77.1453149317
140.0,78.6460315363
141.0,76.7673832184
142.0,77.5181367463
143.0,77.3804957155
144.0,78.0554309082
145.0,78.0252247063
146.0,77.9082218058
147.0,77.0023620232
148.0,77.156760247
149.0,76.7193348557
150.0,77.2415160799
151.0,77.2650917913
152.0,78.6981469158
153.0,77.8433088916
154.0,77.0701066057
155.0,77.1578162777
156.0,77.561947214
157.0,77.8082652979
158.0,76.7935134568
159.0,78.2882169576
160.0,77.2993803189
161.0,76.9349499655
162.0,76.8609136799
163.0,76.7876837852
164.0,77.4230858347
165.0,76.9723135599
166.0,77.6303394944
167.0,76.9804206612
168.0,77.3809784225
169.0,76.8766706266
170.0,77.253174454
171.0,77.9316595776
172.0,77.1538876928
173.0,78.1973130788
174.0,77.7645165509
175.0,76.7145527951
176.0,77.191579117
177.0,76.8478447223
178.0,77.2113367534
179.0,77.3773900402
180.0,77.7525572949
181.0,78.1481210921
182.0,77.7624723375
183.0,77.6031833571
184.0,76.7312432858
185.0,77.4684481455
186.0,76.8761067813
187.0,78.2572397946
188.0,77.1882213967
189.0,78.4458439755
190.0,77.7026435916
191.0,77.5973449255
192.0,77.7688226002
193.0,77.6206687499
194.0,77.8794022448
195.0,77.6946704611
196.0,77.270585193
197.0,76.6659911341
198.0,76.8982331802
199.0,78.0471235021
200.0,76.5314954737
201.0,77.7427462883
202.0,78.5323565785
203.0,76.6235590124
204.0,77.8481133365
205.0,77.0619644007
206.0,77.3445793969
207.0,77.8286000281
208.0,77.6637504008
209.0,77.6295011945
210.0,77.8761917845
211.0,77.1519547626
212.0,77.9224228841
213.0,77.4921824331
214.0,77.3674795603
215.0,77.1242705685
216.0,77.3285084886
217.0,78.0793024753
218.0,77.510681026
219.0,77.454781775
220.0,77.2874950076
221.0,77.482368752
222.0,76.1297341619
223.0,78.2402736331
224.0,77.7823988043
225.0,77.0686437886
226.0,77.2983344987
227.0,76.9294086598
228.0,77.4110776744
229.0,76.8842018019
230.0,77.6313274017
231.0,77.8831137997
232.0,77.5819638597
233.0,76.9686963687
234.0,76.5875750947
235.0,77.535466987
236.0,77.5503834534
237.0,77.0160518048
238.0,78.1959090686
239.0,77.6939945275
240.0,77.3785199822
241.0,77.7270978752
242.0,76.5739678832
243.0,76.3552005328
244.0,77.6346694401
245.0,77.8605697796
246.0,77.559724574
247.0,78.1224234832
248.0,77.5062191682
249.0,78.5059051162
250.0,77.9248780855
251.0,78.9959475969
252.0,77.3858463679
253.0,76.4637714113
254.0,77.0841318456
255.0,77.9410378267
256.0,77.0403383357
257.0,76.6247321505
258.0,77.841675197
259.0,78.0905097864
260.0,76.8109777592
261.0,77.5442866002
262.0,77.7259521997
263.0,77.3794262212
264.0,77.7005547809
265.0,78.5718442619
266.0,77.6124847016
267.0,78.0451792184
268.0,76.7515256344
269.0,77.6276422322
270.0,76.3970181157
271.0,77.4528462996
272.0,77.9251857635
273.0,77.8366849044
274.0,76.7332166152
275.0,76.8703457963
276.0,77.7680075874
277.0,77.0141464861
278.0,78.0903224262
279.0,77.2967565719
280.0,77.1208788664
281.0,76.7132188147
282.0,77.4672341899
283.0,77.501824949
284.0,77.021798501
285.0,76.8389858165
286.0,77.3593800496
287.0,77.1029227413
288.0,76.4230974966
289.0,77.8007212952
290.0,77.4086287833
291.0,77.4206129483
292.0,76.7824230931
293.0,76.887079469
294.0,77.6724088347
295.0,77.6157763959
296.0,77.1806259802
297.0,78.0015633506
298.0,77.4335581431
299.0,77.3826740432
300.0,77.467423876
301.0,77.0203377119
302.0,78.4876051801
303.0,77.9672776839
304.0,76.6292261452
305.0,77.7833791479
306.0,76.970493786
307.0,77.264480744
308.0,77.4151426571
309.0,77.2770382719
310.0,77.581180084
311.0,77.7100167349
312.0,77.4280517931
313.0,77.2961764829
314.0,77.3499580575
315.0,76.9193640154
316.0,78.1726146351
317.0,77.5213170775
318.0,78.2208278768
319.0,77.7315197204
320.0,77.5516024864
321.0,76.8917245071
322.0,77.1243627687
323.0,77.9534949382
324.0,76.5765654494
325.0,78.1251654069
326.0,77.9257233849
327.0,77.069531731
328.0,77.6111178158
329.0,77.1739431923
330.0,78.2831954474
331.0,76.8490715184
332.0,78.4554320513
333.0,78.2070259427
334.0,76.9712734791
335.0,78.3411172392
336.0,77.2435972458
337.0,78.1342813564
338.0,76.768325247
339.0,77.6098622291
340.0,78.0531012311
341.0,77.6301141094
342.0,77.2289060109
343.0,76.8756804495
344.0,77.1761927357
345.0,76.8856875877
346.0,77.5247882387
347.0,77.5360189199
348.0,76.9248633694
349.0,77.2782210522
350.0,76.7883610603
351.0,77.4340138726
352.0,76.6748738838
353.0,77.6460395825
354.0,77.5459865592
355.0,77.3194731634
356.0,77.1461925662
357.0,77.0317840608
358.0,78.3641123959
359.0,77.7504359044
360.0,77.1139553873
361.0,77.1731084595
362.0,77.2367918472
363.0,77.9857677629
364.0,78.2613545776
365.0,77.0677318451
366.0,77.6603533839
367.0,77.1907117683
368.0,77.0938870978
369.0,77.4880657232
370.0,77.2058003984
371.0,77.8426167272
372.0,77.1742487426
373.0,77.8111419826
374.0,77.0806987805
375.0,76.6330744915
376.0,77.2590220378
377.0,77.0044471345
378.0,78.0384866981
379.0,76.7424964005
380.0,76.4490246877
381.0,77.6215163984
382.0,78.0907847188
383.0,77.0419182103
384.0,76.9510768484
385.0,77.5241507131
386.0,76.9786522061
387.0,77.7333651473
388.0,77.058346026
389.0,77.4924441043
390.0,77.4765377895
391.0,77.6069309305
392.0,76.891387192
393.0,77.5895705734
394.0,77.118853922
395.0,77.4855999034
396.0,77.7569059316
397.0,76.6351971937
398.0,76.7795037581
399.0,77.5155385789
400.0,77.5862264867
401.0,76.8072387344
402.0,78.0072582357
403.0,78.7719955677
404.0,77.7605813393
405.0,76.7780380538
406.0,77.7046850117
407.0,77.0039249704
408.0,77.3962928611
409.0,76.9545673103
410.0,77.9744647966
411.0,78.9011743262
412.0,77.6611229897
413.0,77.7773911224
414.0,77.5333789329
415.0,78.7000065617
416.0,78.9504198775
417.0,77.1340124487
418.0,77.1984439736
419.0,77.3533720061
420.0,76.90957133
421.0,77.5968619028
422.0,77.8221375234
423.0,77.407424776
424.0,77.5055226021
425.0,76.9660006611
426.0,78.0316804613
427.0,77.9615763189
428.0,77.4178331955
429.0,77.3697347136
430.0,77.5404589053
431.0,77.9147949063
432.0,77.5693235379
433.0,77.5533413253
434.0,77.7859402129
435.0,77.1082554879
436.0,77.0636067603
437.0,76.9970956095
438.0,77.7598442953
439.0,77.3310544652
440.0,77.5856806843
441.0,77.5942915673
442.0,77.3857323554
443.0,77.3226871556
444.0,76.676925221
445.0,77.5545354024
446.0,77.3659182218
447.0,77.6289557201
448.0,77.036759335
449.0,77.6102971894
450.0,77.2799755838
451.0,77.7953955256
452.0,77.9369038893
453.0,77.4504046053
454.0,77.4785342271
455.0,77.319394177
456.0,77.5676362494
457.0,77.1655772403
458.0,76.4243065728
459.0,76.7469685305
460.0,77.3220144507
461.0,78.1142456065
462.0,77.4583695178
463.0,77.7093314061
464.0,78.1875686011
465.0,76.8599572078
466.0,76.0840048275
467.0,76.430972509
468.0,77.6615918572
469.0,77.8686280771
470.0,77.7371111234
471.0,77.1118661482
472.0,76.9835317886
473.0,76.6918293004
474.0,77.1469470903
475.0,77.8539598233
476.0,78.2145907456
477.0,77.5289873276
478.0,77.4736253821
479.0,78.8400012655
480.0,78.2414742454
481.0,78.7754971543
482.0,78.2359303764
483.0,77.2248076423
484.0,78.386367874
485.0,77.2923594653
486.0,76.3375509804
487.0,77.7671467196
488.0,77.3787793576
489.0,77.3624193407
490.0,76.853253154
491.0,76.6654252801
492.0,76.682119653
493.0,77.9800952361
494.0,77.1185956868
495.0,76.9920980303
496.0,78.1582911045
497.0,77.4612507035
498.0,78.0388186888
499.0,78.4102164583
500.0,103.834032623
501.0,102.721014327
502.0,103.897198485
503.0,103.089238848
504.0,101.468493091
505.0,103.877426574
506.0,102.703974585
507.0,102.829595585
508.0,103.001249331
509.0,102.973200685
510.0,104.013350511
511.0,103.526734914
512.0,102.988670144
513.0,103.378707277
514.0,103.865970195
515.0,103.490843882
516.0,103.183599858
517.0,102.631736627
518.0,103.323516952
519.0,103.011085138
520.0,102.854216514
521.0,102.753806976
522.0,103.35035032
523.0,103.292904615
524.0,103.555888328
525.0,104.479910235
526.0,102.840743871
527.0,103.384946678
528.0,103.952164209
529.0,102.454484953
530.0,103.22089806
531.0,102.14045155
532.0,102.921919445
533.0,103.157232074
534.0,104.054439833
535.0,103.42272914
536.0,103.56003704
537.0,102.839750362
538.0,103.604463671
539.0,102.99025372
540.0,103.382399309
541.0,103.611487394
542.0,102.992540329
543.0,103.985316262
544.0,103.167494465
545.0,104.780904919
546.0,103.573300156
547.0,102.770351741
548.0,102.722203554
549.0,103.436296202
550.0,103.564481672
551.0,103.721469539
552.0,103.460626624
553.0,102.727556828
554.0,102.718722865
555.0,102.955084192
556.0,103.523833584
557.0,104.150172304
558.0,103.182579929
559.0,102.476942297
560.0,103.098871136
561.0,103.079174606
562.0,103.670383443
563.0,103.370670018
564.0,102.815794229
565.0,103.342896941
566.0,103.594937308
567.0,102.679083418
568.0,103.502354521
569.0,103.048252254
570.0,103.21348118
571.0,103.331095729
572.0,103.309730052
573.0,103.594169406
574.0,102.481125484
575.0,103.042234621
576.0,103.46499705
577.0,103.890961885
578.0,103.180453134
579.0,103.143046231
580.0,103.424195809
581.0,102.617749853
582.0,102.381610215
583.0,102.955450167
584.0,103.357589516
585.0,102.947807968
586.0,103.070729488
587.0,102.947704551
588.0,103.454050431
589.0,103.202691823
590.0,103.630344553
591.0,103.477764483
592.0,104.064915725
593.0,103.047448601
594.0,103.677465145
595.0,103.689642708
596.0,102.828937952
597.0,104.199227258
598.0,103.664880682
599.0,103.597276621
600.0,103.660567122
601.0,102.988489135
602.0,103.877484203
603.0,102.889480372
604.0,103.270856637
605.0,103.023932463
606.0,103.778507107
607.0,102.890448305
608.0,102.925223612
609.0,103.651643931
610.0,103.685896248
611.0,104.318765068
612.0,102.615454407
613.0,103.845944004
614.0,102.563387358
615.0,103.688913395
616.0,101.503393313
617.0,103.204336577
618.0,102.233794093
619.0,103.26990003
620.0,103.881551212
621.0,103.439704942
622.0,103.123406835
623.0,104.066987826
624.0,102.474440867
625.0,103.070807278
626.0,103.046389982
627.0,103.798790197
628.0,102.901508991
629.0,103.296277886
630.0,102.761637749
631.0,103.234217206
632.0,102.724852822
633.0,102.826684681
634.0,103.718592368
635.0,102.965804386
636.0,103.496503158
637.0,103.490529406
638.0,103.095218385
639.0,103.774679901
640.0,103.884109709
641.0,102.780572658
642.0,103.670851019
643.0,102.714772856
644.0,104.164369975
645.0,103.95823467
646.0,103.292072111
647.0,103.811855843
648.0,102.519910968
649.0,102.888437212
650.0,102.721183919
651.0,103.973868295
652.0,101.894144223
653.0,102.322476037
654.0,103.708189528
655.0,103.199149246
656.0,102.96253522
657.0,102.788022441
658.0,104.139781137
659.0,103.185621475
660.0,103.714149353
661.0,103.175359238
662.0,103.178246226
663.0,102.739122277
664.0,103.147065775
665.0,103.879079848
666.0,103.176299965
667.0,102.618509215
668.0,104.245384078
669.0,103.50734313
670.0,104.1102907
671.0,102.849329539
672.0,103.456880207
673.0,102.511827946
674.0,103.618870306
675.0,103.615781746
676.0,103.769045591
677.0,102.796607025
678.0,103.521893085
679.0,103.541630165
680.0,103.291942314
681.0,103.1009675
682.0,103.117149628
683.0,103.645223132
684.0,103.876367849
685.0,103.723357004
686.0,103.295943724
687.0,103.801916499
688.0,104.392896608
689.0,103.600425706
690.0,102.796985408
691.0,104.190070303
692.0,104.002174961
693.0,102.836138325
694.0,102.017705133
695.0,102.895773004
696.0,104.091229199
697.0,102.901891023
698.0,103.720759809
699.0,103.168938072
700.0,102.841324548
701.0,102.934254643
702.0,102.564663171
703.0,103.109875013
704.0,102.929811795
705.0,103.55353753
706.0,103.582067628
707.0,102.745760587
708.0,103.353388692
709.0,103.964973986
710.0,104.010901902
711.0,102.555329943
712.0,103.13559217
713.0,103.769435762
714.0,103.878797857
715.0,103.509799462
716.0,104.37081432
717.0,102.969726499
718.0,102.958828246
719.0,103.198907912
720.0,103.079969528
721.0,103.497483474
722.0,103.093952119
723.0,103.815836274
724.0,103.13961326
725.0,103.16212214
726.0,104.690052889
727.0,103.474445962
728.0,104.286429808
729.0,102.808049037
730.0,103.024144138
731.0,102.657425932
732.0,103.261933609
733.0,103.076013447
734.0,102.790139015
735.0,103.568274291
736.0,103.333753449
737.0,103.349453057
738.0,103.333873705
739.0,101.745675587
740.0,102.847672275
741.0,102.831711147
742.0,103.226686075
743.0,103.151356939
744.0,102.427398449
745.0,102.353047928
746.0,103.317392975
747.0,102.52262892
748.0,103.525852973
749.0,103.77205539
750.0,103.998352449
751.0,102.877850552
752.0,102.915248727
753.0,103.040043892
754.0,103.808632562
755.0,103.401201826
756.0,103.089514191
757.0,102.870516315
758.0,102.948477137
759.0,103.021680733
760.0,103.010957392
761.0,102.922484554
762.0,104.297740844
763.0,103.192750581
764.0,104.046239116
765.0,103.224417886
766.0,103.561593545
767.0,102.832655589
768.0,103.355317638
769.0,102.093177277
770.0,103.653686866
771.0,103.824767132
772.0,102.982091632
773.0,103.113723089
774.0,103.785863252
775.0,104.180692322
776.0,102.964088977
777.0,102.804530542
778.0,103.527679469
779.0,102.975733042
780.0,102.13064909
781.0,102.481434922
782.0,103.475807529
783.0,103.938377464
784.0,103.050987626
785.0,103.235034515
786.0,103.058992114
787.0,102.194970249
788.0,102.870817996
789.0,102.991745489
790.0,103.531707591
791.0,104.351492097
792.0,103.283806089
793.0,102.504868682
794.0,102.751274309
795.0,102.479393691
796.0,102.271656144
797.0,102.840393364
798.0,102.74576188
799.0,103.460473701
800.0,103.702878382
801.0,103.383226088
802.0,102.700869575
803.0,103.061561121
804.0,102.524663202
805.0,102.189830416
806.0,103.623458489
807.0,103.207200396
808.0,102.975062146
809.0,103.309034443
810.0,103.205563472
811.0,103.620522039
812.0,103.349814901
813.0,103.694311144
814.0,104.568811687
815.0,103.047483882
816.0,103.649677232
817.0,103.471696002
818.0,102.647362154
819.0,103.562408404
820.0,102.88377337
821.0,103.946058366
822.0,103.032382858
823.0,103.410721451
824.0,104.635010657
825.0,102.816973401
826.0,103.559926891
827.0,102.937426933
828.0,103.32864401
829.0,103.349300812
830.0,102.946373217
831.0,102.938317998
832.0,103.070930606
833.0,103.56289983
834.0,103.439142695
835.0,103.424314436
836.0,103.322431605
837.0,102.860094502
838.0,102.720971376
839.0,104.059071032
840.0,102.637808716
841.0,103.149322781
842.0,102.771367736
843.0,104.568128014
844.0,103.555298274
845.0,103.467209327
846.0,102.697987592
847.0,104.795611732
848.0,103.284746274
849.0,102.646141658
850.0,103.701406631
851.0,103.380841903
852.0,103.482367249
853.0,103.199730885
854.0,102.885744391
855.0,104.183665572
856.0,103.445754298
857.0,103.817213716
858.0,103.501243447
859.0,103.261072301
860.0,103.341855496
861.0,103.599052718
862.0,102.851782463
863.0,103.125660391
864.0,103.770427135
865.0,102.772191655
866.0,102.340946279
867.0,103.88304016
868.0,103.371012812
869.0,103.276618988
870.0,103.384705578
871.0,103.258532266
872.0,102.687596925
873.0,103.618756244
874.0,103.872799917
875.0,103.778340553
876.0,103.428321019
877.0,102.999072801
878.0,103.299084383
879.0,103.847515036
880.0,103.766568206
881.0,103.396400758
882.0,103.290507632
883.0,104.046875923
884.0,103.056218841
885.0,102.50613459
886.0,103.023431621
887.0,103.007875562
888.0,102.965765633
889.0,102.371639116
890.0,103.55461249
891.0,104.073715194
892.0,103.884733452
893.0,103.009264799
894.0,103.025633598
895.0,102.569119907
896.0,103.763559048
897.0,102.980376396
898.0,103.006212094
899.0,103.278738208
900.0,102.93474218
901.0,103.810718812
902.0,103.113025011
903.0,103.105680203
904.0,103.086642853
905.0,103.483342126
906.0,103.000968597
907.0,103.940218655
908.0,102.75947421
909.0,102.783514123
910.0,104.467382027
911.0,102.866896702
912.0,102.856448883
913.0,103.4002042
914.0,103.110095877
915.0,103.541450954
916.0,104.059796915
917.0,103.283440391
918.0,103.509623858
919.0,103.11865272
920.0,103.294315498
921.0,103.008379334
922.0,103.243449546
923.0,104.313817457
924.0,102.400248766
925.0,103.560895377
926.0,102.893774749
927.0,102.716142244
928.0,103.866156788
929.0,102.594574744
930.0,103.831183923
931.0,102.152864356
932.0,102.481271672
933.0,103.46737462
934.0,103.656193965
935.0,102.242165852
936.0,102.938725746
937.0,103.787816744
938.0,103.480858684
939.0,104.085591302
940.0,102.68346592
941.0,103.642018532
942.0,103.206316492
943.0,103.109737428
944.0,104.362007167
945.0,104.055811226
946.0,103.346727053
947.0,104.140857809
948.0,102.736543472
949.0,103.290462217
950.0,103.495516154
951.0,102.690504818
952.0,103.844588082
953.0,102.99949966
954.0,103.122948177
955.0,103.627301651
956.0,102.895985646
957.0,103.220070118
958.0,104.382715691
959.0,103.378173273
960.0,102.762266319
961.0,102.885730776
962.0,103.310311799
963.0,102.890556219
964.0,103.169402597
965.0,102.937832808
966.0,104.138116144
967.0,103.011149071
968.0,102.442828545
969.0,102.643869998
970.0,102.810763493
971.0,102.774489743
972.0,103.608709093
973.0,103.659197774
974.0,103.025002228
975.0,103.249885024
976.0,103.831858116
977.0,103.227093814
978.0,103.725172356
979.0,103.065728292
980.0,102.785052445
981.0,103.713441477
982.0,103.609731421
983.0,102.312936727
984.0,104.294589103
985.0,104.048281263
986.0,103.058088639
987.0,104.138533567
988.0,104.346328146
989.0,102.912661897
990.0,103.364697932
991.0,104.156876025
992.0,103.504413109
993.0,102.777918335
994.0,102.869565448
995.0,102.418371847
996.0,104.003575235
997.0,103.031753827
998.0,103.762302013
999.0,103.579232591
1000.0,103.152991115
1001.0,102.907218918
1002.0,103.119332413
1003.0,103.962095713
1004.0,103.208510112
1005.0,103.196399385
1006.0,103.72909546
1007.0,102.28099092
1008.0,103.592758796
1009.0,104.48477823
1010.0,102.217236533
1011.0,103.50467078
1012.0,102.816079966
1013.0,103.598107371
1014.0,103.451149353
1015.0,103.462723024
1016.0,102.316681788
1017.0,103.558016823
1018.0,103.579134941
1019.0,102.414551037
1020.0,102.606238801
1021.0,103.83910641
1022.0,103.118247355
1023.0,102.831989426
1024.0,103.234417579
1025.0,102.78751796
1026.0,103.366898471
1027.0,102.980045775
1028.0,103.68597491
1029.0,103.360663331
1030.0,103.094013886
1031.0,103.413575642
1032.0,102.984568611
1033.0,103.281803948
1034.0,103.313467998
1035.0,102.598736196
1036.0,103.094519609
1037.0,103.451286619
1038.0,103.131405995
1039.0,103.812097019
1040.0,103.087780746
1041.0,104.205720984
1042.0,103.177442281
1043.0,102.454732801
1044.0,103.823598717
1045.0,103.053796649
1046.0,104.290664798
1047.0,103.648070073
1048.0,104.099785048
1049.0,102.985720086
1050.0,103.686428399
1051.0,103.121622229
1052.0,102.779191379
1053.0,103.902983782
1054.0,103.955991181
1055.0,103.411759781
1056.0,103.415479191
1057.0,103.634165458
1058.0,103.826304466
1059.0,103.912519345
1060.0,103.308223169
1061.0,103.53758268
1062.0,103.291999222
1063.0,103.484923436
1064.0,103.654219003
1065.0,103.412873835
1066.0,103.428542084
1067.0,103.630942216
1068.0,103.64355993
1069.0,102.602537766
1070.0,103.744188617
1071.0,102.664523213
1072.0,104.495375567
1073.0,103.911237737
1074.0,103.87489882
1075.0,102.599968958
1076.0,103.510844667
1077.0,102.569786901
1078.0,103.225593813
1079.0,103.336967401
1080.0,104.200730821
1081.0,103.441660883
1082.0,103.036377656
1083.0,103.049018561
1084.0,102.945164142
1085.0,102.962198583
1086.0,103.280160337
1087.0,102.91959789
1088.0,103.65530388
1089.0,103.607585601
1090.0,103.440835963
1091.0,103.379515709
1092.0,102.882697816
1093.0,104.003168026
1094.0,102.010540245
1095.0,102.295412806
1096.0,103.141742466
1097.0,102.563819819
1098.0,102.653393202
1099.0,103.410255237
1100.0,102.83138934
1101.0,103.046694872
1102.0,102.932507369
1103.0,102.991059217
1104.0,103.182018417
1105.0,104.097339599
1106.0,103.529482794
1107.0,103.213725947
1108.0,103.380910134
1109.0,103.072843293
1110.0,104.102189808
1111.0,103.775661303
1112.0,102.878181775
1113.0,102.696464424
1114.0,103.327308691
1115.0,103.682445195
1116.0,103.703681837
1117.0,102.235825406
1118.0,102.704033045
1119.0,103.674343749
1120.0,102.575649151
1121.0,103.305220537
1122.0,103.264805758
1123.0,103.685099713
1124.0,103.2606495
1125.0,102.760819551
1126.0,103.597458408
1127.0,103.025298758
1128.0,103.900645146
1129.0,102.674201487
1130.0,103.210709096
1131.0,103.19143304
1132.0,103.252422578
1133.0,103.170250581
1134.0,103.487977887
1135.0,103.448699847
1136.0,103.173661555
1137.0,102.429024069
1138.0,103.821075953
1139.0,102.287118699
1140.0,102.802222333
1141.0,103.282395292
1142.0,102.810849599
1143.0,104.736794234
1144.0,103.353308163
1145.0,103.317728124
1146.0,103.139479558
1147.0,102.244751752
1148.0,103.210996916
1149.0,103.326187745
1150.0,104.227608963
1151.0,102.659254478
1152.0,102.95287394
1153.0,103.597233487
1154.0,103.210475574
1155.0,102.350597363
1156.0,102.477821047
1157.0,103.215203015
1158.0,103.728647158
1159.0,103.31977643
1160.0,103.836594359
1161.0,104.373774955
1162.0,103.726479858
1163.0,103.715137624
1164.0,102.574872046
1165.0,103.800655437
1166.0,104.357898228
1167.0,102.756675203
1168.0,103.418501464
1169.0,102.959515083
1170.0,103.290171134
1171.0,103.768049165
1172.0,103.02991975
1173.0,102.431166664
1174.0,102.825390176
1175.0,103.90963669
1176.0,103.602194739
1177.0,103.666252555
1178.0,103.624428492
1179.0,103.358501775
1180.0,103.246514573
1181.0,102.967605501
1182.0,103.93875491
1183.0,103.863211478
1184.0,101.933228655
1185.0,104.521817254
1186.0,102.750913828
1187.0,103.208852403
1188.0,103.035615265
1189.0,102.827333806
1190.0,103.862581327
1191.0,104.141603677
1192.0,103.020075078
1193.0,102.541091887
1194.0,102.677021513
1195.0,103.195256585
1196.0,103.33691505
1197.0,103.999167721
1198.0,102.814197931
1199.0,103.069617981
1200.0,103.232208714
1201.0,103.595099029
1202.0,104.204225023
1203.0,103.688448083
1204.0,102.712307791
1205.0,104.378855155
1206.0,103.663198084
1207.0,103.745845678
1208.0,103.540204799
1209.0,103.762880599
1210.0,102.632677877
1211.0,103.688634975
1212.0,103.70607911
1213.0,103.210181468
1214.0,102.776465882
1215.0,104.184018944
1216.0,102.464135841
1217.0,103.562531263
1218.0,103.455919521
1219.0,103.399641972
1220.0,104.016007388
1221.0,103.04867968
1222.0,103.156655926
1223.0,103.38127679
1224.0,103.61227596
1225.0,103.522176149
1226.0,102.985935141
1227.0,102.816586856
1228.0,103.831271144
1229.0,103.782582502
1230.0,103.902771549
1231.0,103.601532571
1232.0,103.98455509
1233.0,102.592691032
1234.0,102.697656344
1235.0,103.109387472
1236.0,103.378554681
1237.0,103.703090823
1238.0,103.832907403
1239.0,102.291235074
1240.0,103.822275113
1241.0,103.937120405
1242.0,102.423878321
1243.0,103.388995408
1244.0,103.458065523
1245.0,102.657560139
1246.0,103.16506778
1247.0,103.537267523
1248.0,103.303655804
1249.0,103.338214757
1250.0,103.680091299
1251.0,104.37283776
1252.0,103.465314011
1253.0,103.682346651
1254.0,102.643649264
1255.0,103.74234641
1256.0,102.641137833
1257.0,103.262613134
1258.0,103.836094246
1259.0,103.761381286
1260.0,104.118003059
1261.0,103.08899138
1262.0,102.850253263
1263.0,102.959375861
1264.0,102.453331179
1265.0,103.448439269
1266.0,104.410720703
1267.0,102.543840186
1268.0,103.369610191
1269.0,103.088361177
1270.0,102.578582021
1271.0,103.30036505
1272.0,103.376857282
1273.0,103.063105167
1274.0,104.30481897
1275.0,103.291778933
1276.0,103.538387169
1277.0,104.092592058
1278.0,104.121265874
1279.0,103.318847196
1280.0,103.450892704
1281.0,102.58352899
1282.0,103.870674852
1283.0,102.881678993
1284.0,103.932298896
1285.0,102.773809679
1286.0,103.723390493
1287.0,103.872703702
1288.0,104.486514959
1289.0,102.526496102
1290.0,102.680684412
1291.0,103.77882163
1292.0,103.693585275
1293.0,102.618687419
1294.0,103.398295247
1295.0,104.291488098
1296.0,103.162081801
1297.0,103.289181866
1298.0,103.806165889
1299.0,102.795594613
1300.0,103.224177236
1301.0,103.308123839
1302.0,103.40038282
1303.0,103.193696953
1304.0,103.372731347
1305.0,103.276411702
1306.0,103.446077989
1307.0,102.905916982
1308.0,105.0
1309.0,102.572440735
1310.0,103.12369408
1311.0,103.6516255
1312.0,103.35089637
1313.0,103.44980588
1314.0,103.822757539
1315.0,102.85376251
1316.0,102.770529688
1317.0,103.744599075
1318.0,103.956385554
1319.0,103.072923426
