t,P_a
132.0,96.0771493261
133.0,95.8428884958
134.0,96.2549409176
135.0,95.9958340911
136.0,96.2166156186
137.0,96.3249281808
138.0,96.3805979585
139.0,96.2504928343
140.0,96.0119118546
141.0,96.4613488011
142.0,96.2904452676
143.0,96.2266075792
144.0,96.4861177534
145.0,96.4384268912
146.0,96.4671422719
147.0,96.676917191
148.0,96.5327586775
149.0,96.8257421826
150.0,96.8002724741
151.0,96.8549166311
152.0,96.7772794222
153.0,96.7717637383
154.0,96.8497973986
155.0,97.2964858359
156.0,96.9149625983
157.0,96.9055289502
158.0,96.9373360864
159.0,96.8984471941
160.0,97.2268093492
161.0,97.1193739721
162.0,97.1482818034
163.0,97.2436950703
164.0,97.0872739987
165.0,97.2173473471
166.0,97.5659121618
167.0,97.154170724
168.0,97.7655971832
169.0,97.5237334884
170.0,97.8241503643
171.0,97.1918762315
172.0,97.758808956
173.0,97.416807726
174.0,97.4786710463
175.0,97.5712708424
176.0,97.6504193192
177.0,97.7422447491
178.0,97.8400185174
179.0,97.8710619696
180.0,97.9101084978
181.0,98.1307001699
182.0,97.8316932461
183.0,97.991167856
184.0,97.9660059044
185.0,98.0188472978
186.0,98.2067749644
187.0,98.3547314989
188.0,98.0285782389
189.0,98.0558082348
190.0,98.0750922117
191.0,98.0874248492
192.0,98.4127186084
193.0,98.478147998
194.0,98.4841194832
195.0,98.6730473583
196.0,98.8333616367
197.0,98.5340634468
198.0,98.4381327277
199.0,98.6874864797
200.0,98.8534442321
201.0,98.5419301675
202.0,98.7868931673
203.0,98.9061277178
204.0,98.8434932661
205.0,98.758595399
206.0,98.9134925614
207.0,98.7743849823
208.0,98.7698318931
209.0,98.8215718594
210.0,99.2370359578
211.0,98.9745126618
212.0,99.2454373064
213.0,98.8030575031
214.0,99.0274823646
215.0,98.9233234862
216.0,99.4872554511
217.0,99.4392585361
218.0,99.2443609563
219.0,99.3660884546
220.0,99.0574609028
221.0,99.3796121495
222.0,99.6860196607
223.0,99.6503355601
224.0,99.4685574977
225.0,99.5027991823
226.0,99.9196573205
227.0,99.9249747196
228.0,99.7499576439
229.0,99.5792469575
230.0,99.8233089979
231.0,99.6323469805
232.0,99.7950308803
233.0,99.9342724872
234.0,99.9795113292
235.0,99.8377066389
236.0,100.208666537
237.0,99.9497908461
238.0,99.9042544458
239.0,100.077687293
240.0,100.37045827
241.0,99.9979831302
242.0,99.9963397355
243.0,99.958294538
244.0,100.166166962
245.0,100.248271256
246.0,100.287768758
247.0,100.347112936
248.0,100.438709797
249.0,100.384547725
250.0,100.1458844
251.0,100.309442935
252.0,100.3844727
253.0,100.322635263
254.0,100.923255375
255.0,100.627521881
256.0,100.762931135
257.0,100.688994503
258.0,100.822094842
259.0,100.531945994
260.0,100.658028423
261.0,100.583050539
262.0,100.84521034
263.0,101.370925177
264.0,100.947941352
265.0,101.085313987
266.0,100.958653416
267.0,101.033411612
268.0,101.16810798
269.0,100.891062683
270.0,101.198410248
271.0,100.858111861
272.0,101.013352259
273.0,101.16556652
274.0,101.287798881
275.0,101.045188068
276.0,101.281804341
277.0,101.410327041
278.0,101.317124963
279.0,101.272289639
280.0,101.364567666
281.0,101.235661321
282.0,101.215058693
283.0,101.200492757
284.0,101.393464675
285.0,101.682153705
286.0,101.45466591
287.0,101.499369112
288.0,101.424980916
289.0,101.724304372
290.0,101.76492472
291.0,101.516309477
292.0,102.148456778
293.0,101.830726782
294.0,101.944661459
295.0,101.836172249
296.0,101.751585889
297.0,102.077794656
298.0,101.680850754
299.0,101.936871665
300.0,102.037793429
301.0,101.927636775
302.0,101.721557887
303.0,102.130975113
304.0,101.68362158
305.0,101.929938315
306.0,102.416136761
307.0,102.100595
308.0,102.090123306
309.0,102.275478796
310.0,102.31240551
311.0,102.32842567
312.0,102.163599974
313.0,102.121446211
314.0,102.443157186
315.0,102.306994727
316.0,102.35143243
317.0,102.200132535
318.0,102.49993452
319.0,102.547736882
320.0,102.61305047
321.0,102.266847445
322.0,102.475613483
323.0,102.298314578
324.0,102.644250283
325.0,102.682891112
326.0,102.776622949
327.0,102.557303343
328.0,102.639971788
329.0,102.905961006
330.0,103.068212667
331.0,102.735479331
332.0,102.652556122
333.0,102.938101832
334.0,102.825737025
335.0,102.875462103
336.0,102.92609832
337.0,103.063981995
338.0,102.920719732
339.0,102.986873831
340.0,103.062571038
341.0,103.099070991
342.0,103.037442984
343.0,103.045291961
344.0,103.002080974
345.0,103.064099003
346.0,103.150354613
347.0,103.066152757
348.0,102.982702649
349.0,102.899543371
350.0,103.237894181
351.0,103.292226693
352.0,102.950362716
353.0,103.035899705
354.0,103.485339247
355.0,103.29459701
356.0,103.322624961
357.0,103.04911309
358.0,103.160591319
359.0,103.41961566
360.0,103.391090686
361.0,103.440742873
362.0,103.492870244
363.0,103.306548354
364.0,103.678612593
365.0,103.519959352
366.0,103.539360808
367.0,103.311376196
368.0,103.647858925
369.0,103.431727827
370.0,103.644260733
371.0,103.525801151
372.0,103.466505056
373.0,103.456600572
374.0,103.555982322
375.0,103.447114198
376.0,103.91881841
377.0,103.589338104
378.0,103.7344033
379.0,103.713191484
380.0,103.81321708
381.0,103.449947257
382.0,103.602039072
383.0,103.650905483
384.0,103.765268274
385.0,103.737690269
386.0,103.794422306
387.0,103.637927953
388.0,103.826751756
389.0,103.859285061
390.0,104.002385744
391.0,103.79211086
392.0,104.143321935
393.0,104.016487825
394.0,103.51377544
395.0,103.927794074
396.0,103.862355551
397.0,103.938422232
398.0,103.910597001
399.0,104.095927352
400.0,104.072346264
401.0,104.001853038
402.0,104.02362229
403.0,104.019529329
404.0,103.973943844
405.0,104.189414851
406.0,104.221273115
407.0,104.119210938
408.0,104.037319645
409.0,104.116221419
410.0,104.023057981
411.0,103.889477085
412.0,104.182782495
413.0,104.07511178
414.0,104.079101689
415.0,104.238603628
416.0,104.256522323
417.0,104.262735131
418.0,103.997313829
419.0,104.280752244
420.0,104.57951431
421.0,104.440282714
422.0,104.297785003
423.0,104.129768466
424.0,104.356065516
425.0,104.799289251
426.0,104.370671037
427.0,104.303927458
428.0,104.419578895
429.0,104.53035101
430.0,104.281641186
431.0,104.450406995
432.0,104.307740925
433.0,104.202484199
434.0,104.239435532
435.0,104.55728391
436.0,104.211212739
437.0,104.08291481
438.0,104.167375566
439.0,104.532825336
440.0,104.269849586
441.0,104.445297369
442.0,104.156889345
443.0,104.349487143
444.0,104.475836555
445.0,104.561321418
446.0,104.393509145
447.0,104.80551662
448.0,104.562509337
449.0,104.564368313
450.0,104.382679335
451.0,104.615969064
452.0,104.805162284
453.0,104.681856983
454.0,104.678394745
455.0,104.505656436
456.0,104.570674541
457.0,104.71928395
458.0,104.39676851
459.0,104.522267916
460.0,104.542748123
461.0,104.404072324
462.0,104.539904465
463.0,104.579946157
464.0,104.433514655
465.0,104.488002762
466.0,104.52196166
467.0,104.873158496
468.0,104.650297624
469.0,104.665856702
470.0,105.0
471.0,104.685788588
472.0,104.687624218
473.0,104.409746097
474.0,104.75916176
475.0,104.884535353
476.0,104.918857799
477.0,104.608718549
478.0,104.475265559
479.0,104.710430257
480.0,104.657355346
481.0,104.51383016
482.0,104.743536695
483.0,104.679499888
484.0,104.329225747
485.0,104.874874571
486.0,104.647202147
487.0,104.759390483
488.0,104.516632257
489.0,104.838764953
490.0,104.797618696
491.0,104.686674323
492.0,104.619675084
493.0,104.631722822
494.0,104.633724872
495.0,104.713302285
496.0,104.802246376
497.0,104.758354847
498.0,104.715394197
499.0,104.584099367
500.0,104.657256786
501.0,104.690671073
502.0,104.785133361
503.0,104.511301862
504.0,104.764145729
505.0,104.724495809
506.0,104.635883051
507.0,104.530361506
508.0,104.872607687
509.0,104.778854849
510.0,104.922703571
511.0,104.809449249
512.0,104.690832647
513.0,104.472399727
514.0,104.752261758
515.0,104.842074291
516.0,104.712631414
517.0,104.720081553
518.0,104.607303561
519.0,104.663104813
520.0,104.820944064
521.0,104.650644385
522.0,104.917229008
523.0,104.946725668
524.0,104.654741411
525.0,104.906580347
526.0,104.491775774
527.0,104.800548028
528.0,104.622794504
529.0,104.631430582
530.0,104.622526269
531.0,104.657094204
532.0,104.46353724
533.0,104.495948484
534.0,104.61566876
535.0,104.728111027
536.0,104.73623219
537.0,104.56225938
538.0,104.477447076
539.0,104.510108727
540.0,104.636011025
541.0,104.780708738
542.0,104.61059895
543.0,104.644580739
544.0,104.761583384
545.0,104.289447684
546.0,104.85845087
547.0,104.570577903
548.0,104.797081567
549.0,104.480309011
550.0,104.573060352
551.0,104.332694611
552.0,104.672390682
553.0,104.342473898
554.0,104.43053097
555.0,104.747718693
556.0,104.518583409
557.0,104.409895735
558.0,104.299484301
559.0,104.473923063
560.0,104.695438627
561.0,104.527636616
562.0,104.412528725
563.0,104.396429799
564.0,104.184018076
565.0,104.29279736
566.0,104.361828848
567.0,104.530221306
568.0,104.5567428
569.0,104.315751275
570.0,104.268500392
571.0,104.191740902
572.0,104.368902691
573.0,104.424827694
574.0,104.481110471
575.0,104.271651564
576.0,104.344912058
577.0,104.142713578
578.0,104.364296025
579.0,104.309794432
580.0,104.271435245
581.0,104.269995508
582.0,104.014550556
583.0,104.250363442
584.0,104.216634704
585.0,104.485193525
586.0,104.058159447
587.0,104.162689917
588.0,104.111834404
589.0,104.429582505
590.0,104.349642488
591.0,104.198780003
592.0,104.028454445
593.0,103.76149662
594.0,104.03458606
595.0,103.928481129
596.0,104.11684679
597.0,104.283858622
598.0,104.046695656
599.0,104.025748203
600.0,104.160501591
601.0,103.696898791
602.0,104.164342614
603.0,103.919052939
604.0,103.811425452
605.0,103.770465296
606.0,104.10659895
607.0,103.873903245
608.0,103.931646537
609.0,103.920074339
610.0,104.092887363
611.0,104.056656703
612.0,103.925219212
613.0,103.542226155
614.0,103.808793554
615.0,103.869215468
616.0,103.646104203
617.0,103.860909967
618.0,103.700315729
619.0,103.817517274
620.0,103.882058861
621.0,103.741033537
622.0,103.635094403
623.0,103.585768988
624.0,103.54104333
625.0,103.771493489
626.0,103.61333665
627.0,103.547283869
628.0,103.667274279
629.0,103.591567732
630.0,103.568057047
631.0,103.534503051
632.0,103.327624585
633.0,103.348605006
634.0,103.437029483
635.0,103.346598219
636.0,103.345378503
637.0,103.416719664
638.0,103.384529565
639.0,103.110483119
640.0,103.269396681
641.0,103.102733496
642.0,103.243405119
643.0,103.149423368
644.0,103.301726025
645.0,103.182055941
646.0,103.159865962
647.0,103.349360464
648.0,102.933914511
649.0,103.068338774
650.0,103.24264314
651.0,103.265769625
652.0,103.019354827
653.0,103.012560453
654.0,103.355779589
655.0,102.606229816
656.0,103.210608383
657.0,103.062723178
658.0,102.655182875
659.0,102.724185171
660.0,102.958335197
661.0,102.654025173
662.0,102.779690369
663.0,102.655391096
664.0,102.978578103
665.0,102.670666407
666.0,102.537731385
667.0,102.975938306
668.0,102.893320829
669.0,102.449069193
670.0,102.519068622
671.0,102.906136484
672.0,102.836025023
673.0,102.429708112
674.0,102.614433536
675.0,102.427000644
676.0,102.580782689
677.0,102.890523441
678.0,102.416256808
679.0,102.340187062
680.0,102.440425965
681.0,102.454711568
682.0,102.246414232
683.0,102.781927527
684.0,102.375822071
685.0,102.340876893
686.0,102.280894269
687.0,102.161267694
688.0,102.189554686
689.0,102.347702584
690.0,102.29225251
691.0,102.151892722
692.0,102.228196431
693.0,102.327489301
694.0,101.822272557
695.0,102.255549467
696.0,102.044815592
697.0,101.919909075
698.0,101.838530511
699.0,102.160315549
700.0,101.812122434
701.0,101.861804432
702.0,101.789483699
703.0,101.687491736
704.0,101.583498313
705.0,101.886922556
706.0,101.959976582
707.0,101.89537136
708.0,102.108588009
709.0,101.724247099
710.0,101.579862798
711.0,101.667462624
712.0,101.708355149
713.0,101.606564467
714.0,101.553861145
715.0,101.450920048
716.0,101.34013848
717.0,101.396814052
718.0,101.376056953
719.0,101.391057618
720.0,101.504509179
721.0,101.225869124
722.0,101.004935297
723.0,101.281719939
724.0,101.117362977
725.0,101.258352793
726.0,101.307967666
727.0,101.19612675
728.0,101.160631118
729.0,100.9520623
730.0,100.885751636
731.0,100.97418958
732.0,101.088422136
733.0,100.762964542
734.0,100.918080247
735.0,101.160374721
736.0,100.999608602
737.0,100.926417293
738.0,100.749081004
739.0,100.858398896
740.0,100.82658525
741.0,101.041771578
742.0,100.797863062
743.0,100.602792024
744.0,100.428281582
745.0,100.43966884
746.0,100.538177619
747.0,100.68681077
748.0,100.40105181
749.0,100.617713322
750.0,100.348323982
751.0,100.71527924
752.0,100.449834697
753.0,100.011636016
754.0,100.328178564
755.0,100.112328054
756.0,100.170138369
757.0,100.202280953
758.0,99.938543875
759.0,100.192467732
760.0,100.082339674
761.0,100.018025588
762.0,100.158631135
763.0,99.8364923184
764.0,99.8545533599
765.0,99.8014631911
766.0,99.9989141103
767.0,99.9764209059
768.0,99.9122773724
769.0,99.8095893117
770.0,99.9894189495
771.0,99.6530113152
772.0,99.7009712902
773.0,99.7611206204
774.0,99.4955367348
775.0,99.5513726913
776.0,99.6444621821
777.0,99.6623990112
778.0,99.4660265898
779.0,99.3325790011
780.0,99.2199216689
781.0,99.4249537524
782.0,99.3581699489
783.0,99.3550563449
784.0,99.1204484269
785.0,99.389230838
786.0,99.1938929718
787.0,99.3167505375
788.0,99.2157504204
789.0,98.9636552131
790.0,98.9465621953
791.0,98.987222298
792.0,98.8103931074
793.0,98.6222411321
794.0,98.8928348474
795.0,98.8751092593
796.0,98.7656017518
797.0,98.6527298164
798.0,98.8492955375
799.0,98.7069961244
800.0,98.8046560691
801.0,98.72330822
802.0,98.5399989627
803.0,98.6291867074
804.0,98.7655028993
805.0,98.534193437
806.0,98.740420193
807.0,98.7849059607
808.0,98.0977630724
809.0,98.3341480778
810.0,98.3666888216
811.0,98.0880928592
812.0,97.974676277
813.0,98.1787200932
814.0,98.4200849703
815.0,98.1594018057
816.0,98.2658464979
817.0,97.9559475615
818.0,97.9900358128
819.0,98.0479988531
820.0,97.8785463736
821.0,97.867862367
822.0,98.0101126292
823.0,97.9830583406
824.0,97.7846595521
825.0,97.6779406061
826.0,97.6778816843
827.0,97.5524327262
828.0,97.4553974888
829.0,97.491615325
830.0,97.3617686507
831.0,97.2438812497
832.0,97.3307215989
833.0,97.4346356999
834.0,97.790939557
835.0,97.15370022
836.0,97.3895222267
837.0,97.2692337287
838.0,97.0374805792
839.0,97.3524150217
840.0,97.1696030233
841.0,97.0469629034
842.0,97.1683097769
843.0,96.9314347883
844.0,96.9195781169
845.0,96.9395019241
846.0,96.7104797987
847.0,96.7907704544
848.0,96.7181259176
849.0,96.7961317534
850.0,96.5468605869
851.0,96.7157308898
852.0,96.7062363066
853.0,96.7836169895
854.0,96.7275812519
855.0,96.3164639729
856.0,96.3136973264
857.0,96.309486093
858.0,96.3497279725
859.0,96.4649738864
860.0,96.3592835946
861.0,96.2620467342
862.0,96.5543616106
863.0,95.9308836577
864.0,95.9736928879
865.0,96.0966274167
866.0,95.8620096417
867.0,95.8291616409
868.0,96.1827712957
869.0,96.2170366837
870.0,95.8569075255
871.0,95.6339910119
872.0,95.8746955649
873.0,95.8227871277
874.0,95.6884595897
875.0,95.7345808444
876.0,95.5395452358
877.0,95.6125654862
878.0,95.6599424394
879.0,95.425424468
880.0,95.6383828743
881.0,95.4763865444
882.0,95.3581909805
883.0,95.4092183689
884.0,95.1720772939
885.0,95.0536775109
886.0,95.2437835831
887.0,95.1943952216
888.0,95.2929226792
889.0,95.215297693
890.0,94.895720532
891.0,94.908872307
892.0,94.9098847337
893.0,94.7065147045
894.0,94.9388636958
895.0,94.8080287825
896.0,94.45911742
897.0,94.5783041751
898.0,94.7155146681
899.0,94.8190691803
900.0,94.5890185561
901.0,94.6076125835
902.0,94.5490986274
903.0,94.5283016425
904.0,94.4873136893
905.0,94.3279971321
906.0,94.2126602741
907.0,94.2155553399
908.0,94.1669152417
909.0,94.6732053316
910.0,93.9610817772
911.0,94.3458008293
912.0,94.2280490124
913.0,93.8944228046
914.0,93.8462533665
915.0,93.5151155329
916.0,93.8309600862
917.0,93.8392051128
918.0,93.5151078117
919.0,93.872524716
920.0,93.7735308142
921.0,93.8128450144
922.0,93.7331740951
923.0,93.5720776766
924.0,93.4906959707
925.0,93.2406585561
926.0,93.4503971309
927.0,93.5580793149
928.0,93.3220977667
929.0,93.4202980242
930.0,93.02404115
931.0,92.818363175
932.0,93.1583865718
933.0,93.387545988
934.0,93.3626139715
935.0,92.8688956993
936.0,93.0232051706
937.0,92.7014818884
938.0,92.5550889486
939.0,92.8408123107
940.0,92.8240418759
941.0,92.7341596613
942.0,92.8030310674
943.0,92.7444756465
944.0,92.7022146631
945.0,92.5399116807
946.0,92.6880890796
947.0,92.8751833763
948.0,92.4776322669
949.0,92.4109746837
950.0,92.3447506873
951.0,92.2515690007
952.0,92.1860378279
953.0,92.2767619984
954.0,92.3667427921
955.0,92.3119990229
956.0,92.0427439711
957.0,92.2301706993
958.0,91.6885852185
959.0,91.7970590434
960.0,91.6554641678
961.0,91.8171033702
962.0,91.7718695696
963.0,91.7243189861
964.0,91.7592764073
965.0,91.5710580992
966.0,91.552915761
967.0,91.4349658375
968.0,91.4628862138
969.0,91.4332116515
970.0,91.479091164
971.0,91.3640572467
972.0,91.0275557453
973.0,91.1264663599
974.0,91.008925977
975.0,91.0609750016
976.0,91.0598670485
977.0,90.8550621747
978.0,91.0771330664
979.0,91.2440056655
980.0,90.9738624241
981.0,91.0807530547
982.0,90.8983012416
983.0,90.8930316728
984.0,90.8053655191
985.0,90.626612848
986.0,90.6480129907
987.0,90.591699467
988.0,90.7169267876
989.0,90.254474334
990.0,90.5178420025
991.0,90.470060776
992.0,90.2496073739
993.0,90.3890355797
994.0,90.2673220882
995.0,90.0468638536
996.0,89.9573663292
997.0,90.140497122
998.0,90.245604025
999.0,90.0591737192
1000.0,90.1257187825
1001.0,89.9866343709
1002.0,89.749229876
1003.0,89.6462368718
1004.0,89.7041464267
1005.0,89.9301617989
1006.0,89.7866575452
1007.0,89.6981003805
1008.0,89.7575391063
1009.0,89.4659621588
1010.0,89.7266478077
1011.0,89.5253732905
1012.0,89.4319650384
1013.0,89.4491519977
1014.0,89.6929000711
1015.0,89.516113153
1016.0,88.9625912519
1017.0,89.2809818276
1018.0,89.053121733
1019.0,89.3851642217
1020.0,88.9349736888
1021.0,89.052400598
1022.0,89.1963621428
1023.0,89.0262052954
1024.0,88.8023473574
1025.0,88.7861731437
1026.0,88.5986122413
1027.0,88.726643926
1028.0,88.6830340529
1029.0,88.9279154319
1030.0,88.7036392319
1031.0,88.7032631236
1032.0,88.6256042188
1033.0,88.5327206702
1034.0,88.2768759804
1035.0,88.5599525483
1036.0,88.5038385882
1037.0,88.4365585292
1038.0,88.4087373707
1039.0,88.0886326686
1040.0,88.1543193158
1041.0,88.3833066244
1042.0,88.1020240808
1043.0,88.0086053278
1044.0,88.0842748038
1045.0,87.9045843685
1046.0,88.0080984508
1047.0,87.8498455624
1048.0,87.9223440412
1049.0,87.5774734038
1050.0,87.6870852734
1051.0,87.7209101308
1052.0,87.6891564476
1053.0,87.4228266935
1054.0,87.4713368393
1055.0,87.4229696087
1056.0,87.5319715024
1057.0,87.2849175021
1058.0,87.2854415494
1059.0,87.2868878206
1060.0,87.3528569227
1061.0,87.148647428
1062.0,87.3006733172
1063.0,87.0359130329
1064.0,87.0205179243
1065.0,87.1316597824
1066.0,86.7766426287
1067.0,86.688469789
1068.0,86.9050199613
1069.0,87.1629600832
1070.0,87.0572671581
1071.0,86.5875217705
1072.0,86.9548960584
1073.0,86.6017583129
1074.0,86.6865999889
1075.0,86.6206904227
1076.0,86.2515613033
1077.0,86.7138875213
1078.0,86.4097266135
1079.0,86.4568407545
1080.0,86.5357100317
1081.0,86.470407246
1082.0,86.1611179071
1083.0,86.2422872645
1084.0,85.9337998514
1085.0,86.1459159581
1086.0,86.1411158258
1087.0,85.7697228548
1088.0,86.1183527093
1089.0,85.9908003862
1090.0,86.3237035542
1091.0,86.2206557705
1092.0,85.8477776801
1093.0,85.7131970125
1094.0,85.7548322638
1095.0,85.7293707821
1096.0,85.7047769597
1097.0,85.6149713127
1098.0,85.5182387734
1099.0,85.4968286511
1100.0,85.5721820224
1101.0,85.5597492148
1102.0,85.4989427306
1103.0,85.2155812394
1104.0,85.4844134282
1105.0,85.0955587811
1106.0,85.0097702518
1107.0,85.0312065932
1108.0,85.331961599
1109.0,85.1392014417
1110.0,84.8149930355
1111.0,84.7659355849
1112.0,84.924832685
1113.0,84.8226232361
1114.0,84.917165084
1115.0,84.8001863606
1116.0,84.575382672
1117.0,84.6446200244
1118.0,84.5423536901
1119.0,84.7729346177
1120.0,84.5365713312
1121.0,84.4522510178
1122.0,84.4995782959
1123.0,84.6574118231
1124.0,84.3491588278
1125.0,84.042614204
1126.0,84.2850832193
1127.0,84.2155068391
1128.0,84.3196210213
1129.0,84.1921431792
1130.0,84.1694407052
1131.0,84.0810506005
1132.0,83.9703887109
1133.0,84.2887383164
1134.0,84.2407378846
1135.0,83.8763447589
1136.0,83.8404137358
1137.0,83.9473342194
1138.0,84.0057576507
1139.0,83.6102003294
1140.0,83.9711563715
1141.0,83.8148916064
1142.0,83.5996308672
1143.0,83.6532649219
1144.0,83.7764491211
1145.0,83.687600584
1146.0,83.6057353518
1147.0,83.5151717077
1148.0,83.4117180877
1149.0,83.3415026275
1150.0,83.1759389187
1151.0,83.3868430996
1152.0,83.4440643907
1153.0,83.2498357603
1154.0,83.0913217215
1155.0,83.3710074989
1156.0,83.4008880451
1157.0,83.317455094
1158.0,82.8475607828
1159.0,82.8050274747
1160.0,83.2019297166
1161.0,82.9380251908
1162.0,82.869992313
1163.0,82.84073614
1164.0,82.8187803376
1165.0,82.7806472192
1166.0,82.4497718487
1167.0,82.6377014927
1168.0,82.5305567033
1169.0,82.6935034136
1170.0,82.6383907951
1171.0,82.5735821811
1172.0,82.6793083796
1173.0,82.4839770235
1174.0,82.4000476747
1175.0,82.3558666453
1176.0,82.1208792993
1177.0,82.2245560737
1178.0,82.3630822064
1179.0,82.1336524765
1180.0,82.3768619345
1181.0,82.2857535495
1182.0,82.1374622901
1183.0,82.2403463554
1184.0,81.9728359558
1185.0,82.0265429929
1186.0,82.2296487581
1187.0,81.6811898459
1188.0,81.8641905076
1189.0,81.7034313676
1190.0,81.8269573054
1191.0,81.5689831492
1192.0,81.5218812472
1193.0,81.8277665102
1194.0,81.4779778803
1195.0,81.8731711355
1196.0,81.5360227428
1197.0,81.4631687368
1198.0,81.2459248407
1199.0,81.2975924372
1200.0,81.2887161329
1201.0,81.148709083
1202.0,81.3379296116
1203.0,81.1338291089
1204.0,81.3385837741
1205.0,81.0713968957
1206.0,81.1700100473
1207.0,80.6070159887
1208.0,81.2246305836
1209.0,80.9456533903
1210.0,81.1430677305
1211.0,81.105223396
1212.0,80.9275524903
1213.0,80.8758647984
1214.0,80.7403560905
1215.0,80.7850463348
1216.0,80.6500101467
1217.0,81.0805692789
1218.0,80.5301414579
1219.0,80.6539094467
1220.0,80.5025805913
1221.0,80.5567720304
1222.0,80.5805284267
1223.0,80.4151369056
1224.0,80.4658009239
1225.0,80.3581827648
1226.0,80.2164698147
1227.0,80.4960348814
1228.0,79.994324497
1229.0,80.4979712404
1230.0,80.1879902881
1231.0,80.4033069844
1232.0,80.1576088256
1233.0,80.4386612958
1234.0,80.212013882
1235.0,80.3350912071
1236.0,80.120415033
1237.0,80.0772322229
1238.0,80.0345822157
1239.0,80.0547913653
1240.0,80.0910190992
1241.0,79.9615149147
1242.0,79.9443423673
1243.0,80.0722907966
1244.0,79.7276539957
1245.0,79.820716
1246.0,79.441906678
1247.0,79.6521897182
1248.0,79.5945718612
1249.0,79.5055014777
1250.0,79.562592539
1251.0,79.4869806522
1252.0,79.6604007409
1253.0,79.476762566
1254.0,79.4265522035
1255.0,79.5280103505
1256.0,79.3248762166
1257.0,79.5239558299
1258.0,79.3321814648
1259.0,79.4368077382
1260.0,79.3579549465
1261.0,79.325948789
1262.0,79.2287379661
1263.0,79.1168951257
1264.0,79.1189447437
1265.0,79.0728033689
1266.0,79.2219848297
1267.0,79.0105668795
1268.0,78.9887165217
1269.0,79.2085765798
1270.0,78.9830398944
1271.0,79.161342665
1272.0,78.9217905906
1273.0,78.7842130569
1274.0,79.1424800938
1275.0,78.7472157655
1276.0,78.8321756102
1277.0,78.6566012842
1278.0,78.5772738414
1279.0,78.9034667751
1280.0,78.5785383604
1281.0,78.7633025696
1282.0,78.5841855513
1283.0,78.4674744102
1284.0,78.6097242092
1285.0,78.6101024664
1286.0,78.5830342877
1287.0,78.5357516675
1288.0,78.4802038506
1289.0,78.4828251654
1290.0,78.3779461102
1291.0,78.4638462093
1292.0,78.4112312452
1293.0,78.4919989422
1294.0,78.3626113922
1295.0,78.103272956
1296.0,78.0632565697
1297.0,78.2644788679
1298.0,77.9827142199
