t,P_a
295.0,103.299141411
296.0,103.793191919
297.0,103.30448087
298.0,103.548789786
299.0,103.775227367
300.0,103.224789552
301.0,103.469941078
302.0,103.499039072
303.0,103.048594704
304.0,103.306780524
305.0,103.237015924
306.0,103.400514213
307.0,103.319611455
308.0,103.295109003
309.0,103.231318671
310.0,103.181895984
311.0,103.213844752
312.0,103.410066615
313.0,103.22697026
314.0,102.775693953
315.0,102.892767599
316.0,102.833617949
317.0,102.621300236
318.0,102.997493755
319.0,102.536844709
320.0,102.477148197
321.0,102.478159489
322.0,102.502983113
323.0,102.486641983
324.0,102.530618382
325.0,102.464388012
326.0,102.494179098
327.0,102.486693934
328.0,102.108536826
329.0,102.139526566
330.0,102.215960363
331.0,101.85925589
332.0,102.137425105
333.0,101.943470128
334.0,102.34815781
335.0,101.909957497
336.0,101.951959021
337.0,101.590657323
338.0,101.71289987
339.0,102.048789373
340.0,101.542216227
341.0,101.493562259
342.0,101.565265134
343.0,101.660373199
344.0,101.473476957
345.0,101.508745801
346.0,101.482229937
347.0,101.462574898
348.0,101.212936159
349.0,101.257290325
350.0,101.234945363
351.0,101.549538486
352.0,101.32262767
353.0,101.539809263
354.0,101.312016916
355.0,100.883653056
356.0,101.232632422
357.0,101.025797704
358.0,100.798071649
359.0,100.972341131
360.0,100.745886452
361.0,100.465899611
362.0,100.590273868
363.0,100.399563967
364.0,99.9188993037
365.0,100.062448384
366.0,100.749423324
367.0,100.603301016
368.0,100.572387953
369.0,100.483035682
370.0,100.264426682
371.0,100.193541634
372.0,99.9604153283
373.0,100.297656854
374.0,99.9293538512
375.0,100.115205673
376.0,99.6844815535
377.0,99.4681383658
378.0,99.6204518281
379.0,99.1510656688
380.0,99.1845952178
381.0,98.7465230988
382.0,98.9179140439
383.0,98.4754496998
384.0,98.5475087863
385.0,98.3896385255
386.0,98.5516521419
387.0,98.3362983274
388.0,98.5167419601
389.0,98.3671314897
390.0,98.2495526038
391.0,98.119831708
392.0,98.1977707947
393.0,98.213791091
394.0,97.9183914598
395.0,98.1304728305
396.0,97.6947899498
397.0,97.8312149116
398.0,97.9161855292
399.0,97.8976486546
400.0,97.7428821335
401.0,97.7136634504
402.0,97.6705798645
403.0,97.5616907224
404.0,97.402415209
405.0,97.5217079459
406.0,97.1804855269
407.0,97.2521106883
408.0,96.9118941643
409.0,96.771672812
410.0,96.6116212111
411.0,96.2258605009
412.0,96.2871403552
413.0,96.5333555156
414.0,96.3875161296
415.0,95.9167430868
416.0,95.3957127899
417.0,96.0973016213
418.0,95.4212890772
419.0,95.6890228025
420.0,95.3971051707
421.0,95.258782043
422.0,94.9682862369
423.0,94.8591909827
424.0,95.0694917184
425.0,94.9283343762
426.0,95.1137251346
427.0,95.0191373169
428.0,95.1249760673
429.0,94.9339406969
430.0,94.4750922156
431.0,94.7831530577
432.0,94.8064039106
433.0,94.7810144165
434.0,94.6583890272
435.0,94.3499745464
436.0,94.5634420511
437.0,94.4610080507
438.0,94.225105931
439.0,93.9198530685
440.0,93.4665531135
441.0,93.2239792316
442.0,93.5555123384
443.0,93.5036150269
444.0,93.642252984
445.0,93.5378320359
446.0,93.097017571
447.0,93.2167263993
448.0,92.8049861497
449.0,92.4456837718
450.0,92.615016376
451.0,92.7964764448
452.0,92.8703780374
453.0,92.457118045
454.0,92.5765894878
455.0,92.3295669846
456.0,92.7253001843
457.0,92.3737200445
458.0,92.0211383392
459.0,92.3867580399
460.0,92.0660593755
461.0,92.6425779223
462.0,91.8442176959
463.0,92.5857269652
464.0,92.2437655052
465.0,92.3314553289
466.0,92.3320566686
467.0,92.1919402805
468.0,91.8918341358
469.0,91.6362875521
470.0,91.9678215738
471.0,91.7826180943
472.0,91.5018413753
473.0,91.8062162739
474.0,91.7116736959
475.0,91.9102855277
476.0,91.5083151699
477.0,91.4125471959
478.0,91.4950122365
479.0,91.0450980037
480.0,90.8833397696
481.0,90.7456228813
482.0,91.066662785
483.0,90.5083854726
484.0,90.5297957459
485.0,90.6085094804
486.0,90.5217919398
487.0,90.2565679791
488.0,90.2531370343
489.0,89.792494353
490.0,89.6173210597
491.0,89.6867336189
492.0,89.3539356769
493.0,89.6973456412
494.0,89.6540384645
495.0,89.7296519797
496.0,89.7463865054
497.0,89.6711444732
498.0,89.276253207
499.0,89.6926621512
500.0,89.6492165366
501.0,89.5599233869
502.0,89.6128104545
503.0,89.4539303305
504.0,89.079595186
505.0,88.9394951115
506.0,88.8408924461
507.0,88.7654008128
508.0,88.5776899962
509.0,88.5545200446
510.0,88.5011546233
511.0,88.291498068
512.0,88.2025537884
513.0,88.2349083614
514.0,88.5533296971
515.0,88.0994643014
516.0,88.2921207109
517.0,88.7950813957
518.0,88.5217399596
519.0,88.7174558868
520.0,88.6192350509
521.0,88.3434024926
522.0,88.107389113
523.0,88.3001949083
524.0,88.2185748981
525.0,87.8232429836
526.0,87.7159881633
527.0,88.0776293784
528.0,87.3980691092
529.0,87.5384184111
530.0,87.6470855115
531.0,87.9116964843
532.0,87.7524910664
533.0,87.7340707
534.0,87.364147028
535.0,87.1511338773
536.0,87.36367886
537.0,87.1416868384
538.0,87.5368835133
539.0,87.0300994379
540.0,86.8798268268
541.0,86.5287151693
542.0,87.0773436533
543.0,86.7003075098
544.0,86.5782129573
545.0,86.9024826903
546.0,86.5651239354
547.0,86.3555628827
548.0,86.4663367588
549.0,85.9934701759
550.0,85.7910898362
551.0,85.8976128009
552.0,86.3121094602
553.0,86.0335545144
554.0,85.8238558077
555.0,85.6650715067
556.0,85.691326433
557.0,85.5598342206
558.0,85.7055120131
559.0,85.4531818087
560.0,85.434826732
561.0,85.1387575857
562.0,85.2223407349
563.0,84.7785060408
564.0,84.694196551
565.0,84.8020563573
566.0,84.3768241228
567.0,84.4181676763
568.0,84.2651355552
569.0,84.00228814
570.0,83.9342301162
571.0,84.0839909454
572.0,83.8780509739
573.0,83.9193045701
574.0,83.8260724374
575.0,83.7020288011
576.0,83.4015119317
577.0,83.4961063786
578.0,83.024334051
579.0,83.2220236943
580.0,83.1362823072
581.0,83.2452304561
582.0,82.9191621014
583.0,82.5959402644
584.0,83.0581155658
585.0,82.8760801605
586.0,82.9281022935
587.0,82.6077074238
588.0,82.7241099899
589.0,82.6748498251
590.0,82.5814061435
591.0,82.5151402847
592.0,82.1817218124
593.0,82.3373166693
594.0,81.8950307433
595.0,82.2040564977
596.0,82.4104685921
597.0,81.9077862486
598.0,81.517111345
599.0,81.3559013148
600.0,81.5553377011
601.0,81.5871752448
602.0,81.4466363834
603.0,81.1897976135
604.0,81.0450850703
605.0,81.1802299995
606.0,80.6762431996
607.0,81.0676470722
608.0,81.0796419632
609.0,80.4717120808
610.0,80.9753049355
611.0,80.7844491944
612.0,80.4832914812
613.0,80.7164984616
614.0,80.355349179
615.0,80.4752422002
616.0,80.4827553525
617.0,80.9305608244
618.0,80.5191732025
619.0,80.3148010277
620.0,80.3709539273
621.0,80.3936583919
622.0,80.6666820311
623.0,80.0803709241
624.0,79.9701782804
625.0,79.8950080758
626.0,80.0711452312
627.0,79.7865053126
628.0,79.3871603747
629.0,79.6407911016
630.0,79.9423466637
631.0,79.5704947357
632.0,79.9266596499
633.0,79.6640524613
634.0,79.7207944819
635.0,80.1045467759
636.0,79.9378177717
637.0,80.0777316518
638.0,80.0063506938
639.0,79.6390450834
640.0,79.3707219798
641.0,79.6425872338
642.0,79.6483632947
643.0,79.4858927121
644.0,79.5854300085
645.0,79.3040974434
646.0,79.025926121
647.0,78.9965565657
648.0,78.7716404314
649.0,78.5652042656
650.0,78.508384283
651.0,78.230873022
652.0,78.4569121455
653.0,78.4027834785
654.0,78.3208898752
655.0,79.0004620686
656.0,78.8578122577
657.0,78.962898846
658.0,78.8086293576
659.0,78.7192709289
660.0,78.9006874283
661.0,78.9796765801
662.0,78.9456166706
663.0,78.5599978598
664.0,78.4023508826
665.0,78.6107163201
666.0,78.2373815289
667.0,78.2113925193
668.0,78.0421758523
669.0,78.0599180868
670.0,78.1034375712
671.0,78.2241604402
672.0,78.1249310631
673.0,78.1756717406
674.0,78.2621617318
675.0,78.2351288102
676.0,78.0836589335
677.0,78.1111580901
678.0,77.7615814599
679.0,77.7596675401
680.0,77.1683940199
681.0,77.2360568457
682.0,76.6559133154
683.0,76.8649338904
684.0,76.8731187206
685.0,76.7945250132
686.0,76.5644686994
687.0,76.4507363144
688.0,76.7308107248
689.0,76.17831411
690.0,76.4342856769
691.0,76.6258504155
692.0,76.5052539417
693.0,76.4881298604
694.0,76.2072619673
695.0,76.5248118108
696.0,76.3709523161
697.0,76.7029883336
698.0,76.2962866563
699.0,76.3728523034
700.0,76.1260837925
701.0,76.2668788311
702.0,76.1208568895
703.0,76.2254597233
704.0,76.2186629077
705.0,76.342134678
706.0,76.152836314
707.0,76.4011037467
708.0,75.9438275235
709.0,76.3853856908
710.0,76.1538665667
711.0,76.4600025888
712.0,76.1852609784
713.0,76.2748681988
714.0,76.3565259153
715.0,76.0091824425
716.0,76.4877972727
717.0,76.0650096749
718.0,76.3271982381
719.0,76.2517435048
720.0,76.127197353
721.0,75.326390082
722.0,75.6458680623
723.0,75.9827348743
724.0,75.6391746726
725.0,76.139282631
726.0,75.7612236321
727.0,76.1514968002
728.0,76.228957624
729.0,76.1916937144
730.0,76.007463051
731.0,76.264622937
732.0,75.9343708746
733.0,75.4492606828
734.0,75.7951242877
735.0,75.8450892115
736.0,76.0298185942
737.0,76.1885195939
738.0,76.1504190538
739.0,76.4653557412
740.0,76.4012059879
741.0,76.5011065399
742.0,76.7058572161
743.0,76.9656057364
744.0,76.8838252105
745.0,76.8527338858
746.0,76.6147917961
747.0,76.6304833858
748.0,76.794315561
749.0,76.8948203121
750.0,76.6898439014
751.0,76.5966689052
752.0,76.8892793041
753.0,77.0860438191
754.0,76.9022655456
755.0,76.6017921164
756.0,76.298071093
757.0,76.6388396767
758.0,76.7766729738
759.0,76.734963465
760.0,77.2340979576
761.0,77.1070312563
762.0,77.2886171877
763.0,77.6735716754
764.0,77.6919600707
765.0,77.698756806
766.0,77.6423942188
767.0,77.8290722594
768.0,77.6156659825
769.0,77.9479521622
770.0,78.2273529
771.0,78.1513930635
772.0,78.1673068021
773.0,78.0452680763
774.0,78.2593594086
775.0,77.8491926133
776.0,78.2462693315
777.0,78.1533155292
778.0,77.8320180755
779.0,78.2214554034
780.0,78.4177724733
781.0,78.4212565596
782.0,78.2718751172
783.0,78.3367693902
784.0,78.5626969024
785.0,78.6314378964
786.0,78.5769243044
787.0,78.4983038738
788.0,78.6190894733
789.0,78.6115137554
790.0,78.5966374595
791.0,78.603515279
792.0,78.3768716089
793.0,78.5326912694
794.0,78.4479590571
795.0,78.4469114175
796.0,78.4945020948
797.0,78.3376044518
798.0,78.4052161565
799.0,78.462488228
800.0,78.4129899165
801.0,78.8255289284
802.0,79.0327537919
803.0,78.7973079558
804.0,79.1599592075
805.0,79.1415124422
806.0,79.2158274832
807.0,79.4423108862
808.0,79.4654486967
809.0,79.6705790774
810.0,79.691355597
811.0,79.8462850264
812.0,79.7625938746
813.0,79.7332764292
814.0,79.958546207
815.0,79.3499450224
816.0,79.5743242512
817.0,79.7944527581
818.0,79.5671863696
819.0,79.4271328863
820.0,79.4353335572
821.0,79.6083181504
822.0,79.2619079698
823.0,79.1536350853
824.0,79.682143886
825.0,79.7821622449
826.0,80.0278716916
827.0,80.3660385144
828.0,80.378478825
829.0,80.4201667793
830.0,80.2466904252
831.0,80.2297565594
832.0,80.0706034988
833.0,79.9862950326
834.0,80.1364338726
835.0,79.952325012
836.0,79.7935955302
837.0,79.7861854961
838.0,79.2277732764
839.0,79.6285275966
840.0,79.7535807787
841.0,79.6708436344
842.0,79.7006134897
843.0,79.5024953943
844.0,79.5302151912
845.0,79.594707233
846.0,79.833153296
847.0,79.7564533722
848.0,79.6367003996
849.0,79.807800286
850.0,79.8849294508
851.0,79.9408851757
852.0,79.8246766172
853.0,79.7121558108
854.0,79.9629326563
855.0,79.9192109762
856.0,79.7899283687
857.0,79.8543013474
858.0,80.4058523399
859.0,80.5986852834
860.0,80.3019903136
861.0,80.6970449263
862.0,80.8476068386
863.0,81.1155273719
864.0,80.8046993676
865.0,80.8779735508
866.0,80.5457564919
867.0,80.8948753743
868.0,81.0362462323
869.0,80.9854355812
870.0,81.4870370033
871.0,81.099621505
872.0,80.9839635453
873.0,81.2056767567
874.0,81.1281778616
875.0,81.0391510896
876.0,81.4648944268
877.0,81.6271030696
878.0,81.5652011958
879.0,81.7911591207
880.0,81.6335125186
881.0,81.7833084441
882.0,82.2224797846
883.0,82.3590123287
884.0,82.1187737357
885.0,82.5060612516
886.0,82.49837049
887.0,82.5373554919
888.0,82.6784422061
889.0,82.7004427826
890.0,83.1103533656
891.0,82.8641843259
892.0,83.1208598892
893.0,82.8329174033
894.0,82.8507238541
895.0,83.0799256355
896.0,83.2328467058
897.0,83.1456619326
898.0,83.0588237829
899.0,82.9134327783
900.0,83.117856066
901.0,83.8864976252
902.0,83.5810160209
903.0,83.4430904947
904.0,83.8062699169
905.0,83.785386568
906.0,83.770595756
907.0,83.913834681
908.0,84.270316241
909.0,84.2547555728
910.0,83.9399248814
911.0,84.3660490042
912.0,84.2771159293
913.0,84.4417243991
914.0,84.506340001
915.0,84.6456413001
916.0,85.0999989097
917.0,84.8491516732
918.0,84.8731160202
919.0,84.873248193
920.0,85.0957018584
921.0,85.309554643
922.0,85.1946606145
923.0,85.2628943907
924.0,85.5197190269
925.0,85.7588766884
926.0,85.6527645525
927.0,86.1370600343
928.0,85.9090958815
929.0,85.9938476427
930.0,85.9623568604
931.0,86.156976872
932.0,86.0272533625
933.0,86.0591153312
934.0,86.0684906297
935.0,86.3459004386
936.0,86.2251542801
937.0,86.1019007705
938.0,86.3794856899
939.0,86.9270923269
940.0,86.7036860007
941.0,86.7704101371
942.0,86.6912178835
943.0,86.6075322867
944.0,86.4456053326
945.0,86.5831670617
946.0,86.5915423148
947.0,86.6796336964
948.0,87.1168292404
949.0,87.2539265482
950.0,87.4191881008
951.0,87.5495486678
952.0,87.2233003936
953.0,87.5184282121
954.0,87.5401467614
955.0,87.3060935934
956.0,87.5468616781
957.0,87.4696145589
958.0,87.5805715996
959.0,88.1473380734
960.0,87.6858611155
961.0,88.0453982131
962.0,88.0793179996
963.0,87.7277468093
964.0,87.7976966528
965.0,87.8624292671
966.0,88.1886886913
967.0,88.0161455536
968.0,88.1939596573
969.0,88.4269505801
970.0,88.2720985097
971.0,88.5630517109
972.0,88.9398123792
973.0,88.727957382
974.0,88.6858123989
975.0,88.464597451
976.0,88.8678961228
977.0,88.7284101062
978.0,88.5319114529
979.0,89.0966127157
980.0,88.9862719797
981.0,89.0819874849
982.0,89.2544776427
983.0,89.4356697959
984.0,89.2827591687
985.0,89.4193145495
986.0,89.4849968728
987.0,89.7360218026
988.0,89.7940842189
989.0,89.848467502
990.0,90.2468022789
991.0,90.1505477541
992.0,90.4250284903
993.0,90.4916847153
994.0,90.6970028162
995.0,90.2900395452
996.0,90.7944810739
997.0,90.4589341525
998.0,90.6493392658
999.0,90.6339660509
1000.0,90.3817241626
1001.0,90.4813118178
1002.0,90.8332315632
1003.0,90.7014254768
1004.0,90.9563465358
1005.0,90.9697690337
1006.0,90.6113668054
1007.0,90.8205877608
1008.0,90.69798928
1009.0,90.628858222
1010.0,90.3136384213
1011.0,90.5683022675
1012.0,90.8206550353
1013.0,90.563043567
1014.0,90.8212491038
1015.0,90.7897413197
1016.0,91.2482037777
1017.0,91.5466047771
1018.0,91.7101001072
1019.0,91.6330744948
1020.0,91.7493173768
1021.0,91.6305006454
1022.0,92.0640173898
1023.0,92.3130783612
1024.0,92.3879100015
1025.0,92.4752711924
1026.0,92.4957237561
1027.0,93.0479396395
1028.0,92.9448638182
1029.0,93.1521770723
1030.0,93.2219679196
1031.0,93.1550105012
1032.0,93.4495035281
1033.0,93.3235490156
1034.0,93.2648243008
1035.0,93.7063951053
1036.0,93.9182717508
1037.0,93.6546875227
1038.0,93.9923846171
1039.0,94.1397839975
1040.0,94.0392404932
1041.0,94.2851457485
1042.0,94.2193878285
1043.0,94.6061823768
1044.0,94.9361552681
1045.0,94.7974830701
1046.0,94.8038336998
1047.0,94.5983215983
1048.0,94.8215748986
1049.0,94.9272656851
1050.0,95.1146135098
1051.0,95.054732586
1052.0,94.9135267805
1053.0,95.3482306262
1054.0,95.0685620068
1055.0,95.3987733493
1056.0,95.5938501928
1057.0,95.429559993
1058.0,95.4410839579
1059.0,95.2488203537
1060.0,95.1034373049
1061.0,94.8330586566
1062.0,94.9613263862
1063.0,95.1098141565
1064.0,95.3013168032
1065.0,95.3880441757
1066.0,95.7378505372
1067.0,95.607866545
1068.0,95.7909392324
1069.0,95.3604791938
1070.0,95.4904081838
1071.0,96.4286837197
1072.0,96.2661177906
1073.0,96.039149122
1074.0,96.1620904198
1075.0,96.1726935572
1076.0,96.2515127899
1077.0,96.4558446952
1078.0,96.2876374922
1079.0,96.1691421347
1080.0,95.895039825
1081.0,95.7454829955
1082.0,95.6743621511
1083.0,96.1879474071
1084.0,96.1832144291
1085.0,96.3134918157
1086.0,96.4739786616
1087.0,96.9488745379
1088.0,96.4635384794
1089.0,96.7904693955
1090.0,96.8330237232
1091.0,96.8633119076
1092.0,96.8502752594
1093.0,96.6802995107
1094.0,96.8286488031
1095.0,96.7499583494
1096.0,97.0632282177
1097.0,96.7057189487
1098.0,96.5652803093
1099.0,97.3285838316
1100.0,97.1435529102
1101.0,96.9732291544
1102.0,96.9237227062
1103.0,97.0485530092
1104.0,97.0978391417
1105.0,97.0233319039
1106.0,97.1540318153
1107.0,97.430430442
1108.0,97.3035606474
1109.0,97.6621974222
1110.0,97.9604179694
1111.0,97.6437553872
1112.0,97.8601701811
1113.0,97.6588041538
1114.0,97.4751125232
1115.0,97.7054165107
1116.0,97.9849899823
1117.0,98.0675882727
1118.0,97.9036045087
1119.0,97.9755966314
1120.0,98.3370476325
1121.0,99.055393357
1122.0,99.0400638833
1123.0,99.0011614832
1124.0,99.0512796482
1125.0,98.7372565348
1126.0,99.2372551938
1127.0,99.4948456478
1128.0,99.5194561448
1129.0,99.3717176464
1130.0,99.5172954511
1131.0,99.5202318469
1132.0,99.6941158186
1133.0,99.7904254582
1134.0,99.9786082355
1135.0,99.9599334349
1136.0,99.6302662164
1137.0,99.7991130359
1138.0,99.6287226513
1139.0,99.612748846
1140.0,99.8971115979
1141.0,99.5115287421
1142.0,99.3993491725
1143.0,99.5880786507
1144.0,99.5811599875
1145.0,99.5054057715
1146.0,99.708383338
1147.0,99.8488730751
1148.0,100.224191721
1149.0,100.039052924
1150.0,99.7469952559
1151.0,99.7612161932
1152.0,100.412613157
1153.0,100.344559101
1154.0,101.059429004
1155.0,100.547368731
1156.0,100.753916097
1157.0,101.037938154
1158.0,101.206777698
1159.0,101.035961576
1160.0,101.06882374
1161.0,101.104500246
1162.0,100.763553453
1163.0,100.761489978
1164.0,100.644008094
1165.0,100.501688036
1166.0,100.047243882
1167.0,99.9381374641
1168.0,100.290095502
1169.0,100.306449539
1170.0,100.393687726
1171.0,100.231089023
1172.0,100.450830057
1173.0,100.248999741
1174.0,100.157109493
1175.0,100.360875232
1176.0,100.084416828
1177.0,100.385637998
1178.0,100.717473969
1179.0,100.32603655
1180.0,100.354715977
1181.0,100.6557595
1182.0,100.60039681
1183.0,100.36884381
1184.0,100.822005217
1185.0,100.788899304
1186.0,100.617091751
1187.0,100.663454943
1188.0,100.754075043
1189.0,100.825850098
1190.0,100.391226269
1191.0,100.584544564
1192.0,100.707230588
1193.0,100.455392561
1194.0,100.55571862
1195.0,100.520905497
1196.0,100.786441487
1197.0,100.568951624
1198.0,100.435781244
1199.0,100.404768947
1200.0,100.795288448
1201.0,100.765251254
1202.0,100.81418493
1203.0,100.901244776
1204.0,100.946050011
1205.0,101.306849749
1206.0,101.289718212
1207.0,101.238469636
1208.0,101.48903084
1209.0,101.143346957
1210.0,101.223219219
1211.0,101.581467757
1212.0,101.742696328
1213.0,101.410532906
1214.0,101.765884197
1215.0,101.541984165
1216.0,101.306597767
1217.0,101.258363911
1218.0,101.645731916
1219.0,101.341207656
1220.0,101.594727821
1221.0,101.24399399
1222.0,101.531184668
1223.0,101.437313113
1224.0,101.364756937
1225.0,101.507722712
1226.0,101.361543076
1227.0,101.424848401
1228.0,101.708761979
1229.0,101.650725789
1230.0,101.477689851
1231.0,101.717103907
1232.0,101.605076479
1233.0,101.827416578
1234.0,101.387353246
1235.0,101.42649054
1236.0,101.132898196
1237.0,100.901356772
1238.0,100.780622232
1239.0,100.901406979
1240.0,101.493150138
1241.0,101.141205266
1242.0,101.154854973
1243.0,101.054104234
1244.0,101.185006019
1245.0,101.095126097
1246.0,101.088022264
1247.0,101.116009329
1248.0,101.335704998
1249.0,101.279235345
1250.0,101.337924215
1251.0,101.127944839
1252.0,101.499258582
1253.0,101.110674698
1254.0,101.062246399
1255.0,101.653931795
1256.0,101.73831563
1257.0,101.887057732
1258.0,101.903813061
1259.0,101.792964524
1260.0,101.653451794
1261.0,101.615695145
1262.0,101.598999171
1263.0,101.921159816
1264.0,101.865849665
1265.0,101.959556762
1266.0,101.503341965
1267.0,101.683605273
1268.0,101.428056739
1269.0,101.708633988
1270.0,101.18787635
1271.0,101.288162193
1272.0,101.430432087
1273.0,101.29920509
1274.0,101.294767215
1275.0,101.241860458
1276.0,101.29044465
1277.0,101.596569726
1278.0,101.193921018
1279.0,101.319140586
1280.0,101.435834192
1281.0,101.445152216
1282.0,101.331556118
1283.0,101.689444743
1284.0,101.44551077
1285.0,101.316842406
1286.0,101.136006577
1287.0,101.26081277
1288.0,101.550130418
