t,P_a
494.0,104.464784932
495.0,104.367396237
496.0,103.740098955
497.0,104.021233632
498.0,104.127818038
499.0,104.280375169
500.0,104.387921679
501.0,104.435995689
502.0,104.386174371
503.0,104.150146328
504.0,104.455446857
505.0,103.856938922
506.0,103.852508421
507.0,103.911355826
508.0,104.336650406
509.0,103.475331074
510.0,103.940230106
511.0,104.171347054
512.0,104.353351187
513.0,104.322946665
514.0,104.443007292
515.0,104.605385626
516.0,104.202992709
517.0,103.662599011
518.0,103.886739112
519.0,103.943895079
520.0,104.185879611
521.0,104.139025539
522.0,104.10944834
523.0,103.702273508
524.0,104.519635152
525.0,104.425292473
526.0,103.902411983
527.0,104.307498908
528.0,104.24532357
529.0,104.286424536
530.0,104.177430127
531.0,104.145016824
532.0,104.24347298
533.0,103.96292244
534.0,104.472027211
535.0,104.161693971
536.0,104.131968742
537.0,104.237713556
538.0,104.019005153
539.0,104.122535685
540.0,104.463443631
541.0,104.294649916
542.0,103.839445724
543.0,104.109135761
544.0,104.444734518
545.0,103.608568847
546.0,104.350583224
547.0,103.890409552
548.0,104.002154394
549.0,104.022336188
550.0,104.291137307
551.0,104.047151444
552.0,104.343576599
553.0,104.351263293
554.0,104.17474715
555.0,104.03783145
556.0,104.494502726
557.0,103.836243675
558.0,104.817520783
559.0,104.594332789
560.0,104.085018358
561.0,104.19175039
562.0,104.365936182
563.0,104.503796645
564.0,104.225086719
565.0,104.6225738
566.0,103.616938667
567.0,104.575844543
568.0,104.630171985
569.0,104.119107176
570.0,104.507921991
571.0,103.740571786
572.0,104.254691265
573.0,104.515521082
574.0,103.840167751
575.0,103.957879542
576.0,104.247242387
577.0,104.03160038
578.0,104.535812321
579.0,104.198824293
580.0,104.090517511
581.0,104.269818195
582.0,104.580978269
583.0,104.083534101
584.0,104.12651109
585.0,76.091600978
586.0,75.9672702298
587.0,75.5759898365
588.0,76.2058228818
589.0,75.6044505037
590.0,76.4353112944
591.0,75.7493280667
592.0,75.9432777153
593.0,75.6844796008
594.0,76.1518772075
595.0,75.7448295698
596.0,76.4228262593
597.0,76.9449205773
598.0,76.5621327129
599.0,75.8954397051
600.0,76.1010972604
601.0,75.9164492962
602.0,75.918171203
603.0,75.4979955297
604.0,75.3933286601
605.0,76.5386605781
606.0,75.9648407186
607.0,75.9727588719
608.0,76.0775885186
609.0,76.1659170609
610.0,75.81066165
611.0,76.4533749537
612.0,75.8704521879
613.0,75.429437397
614.0,75.9522258222
615.0,76.4080860909
616.0,76.1332220756
617.0,75.9749405256
618.0,75.8177483036
619.0,75.76492419
620.0,76.0177902637
621.0,76.4545038239
622.0,75.9970172677
623.0,75.6868737526
624.0,75.9752465459
625.0,75.8465531519
626.0,75.9586291366
627.0,75.6978969644
628.0,76.0994427793
629.0,75.4443275623
630.0,75.7698982106
631.0,75.8148913769
632.0,76.6682522513
633.0,76.0240755623
634.0,75.7908242959
635.0,76.0655355108
636.0,75.5975024665
637.0,76.0955802115
638.0,75.9304643302
639.0,75.8677698612
640.0,75.9049562366
641.0,75.7393568078
642.0,75.4654879768
643.0,76.4039882626
644.0,76.5625969544
645.0,76.026707485
646.0,75.7191365278
647.0,75.8669330094
648.0,76.1423819941
649.0,75.5989207335
650.0,75.9898092897
651.0,75.8737817626
652.0,75.6996553911
653.0,76.1743689932
654.0,76.0089849569
655.0,76.1070544705
656.0,75.9984208365
657.0,76.2459046686
658.0,75.3841403408
659.0,75.8752932768
660.0,76.1503664322
661.0,75.2513390882
662.0,75.9949792143
663.0,75.6407384823
664.0,75.5335491346
665.0,75.8306960941
666.0,76.2208296672
667.0,76.0764064016
668.0,76.1641292808
669.0,75.8192765928
670.0,75.6484164455
671.0,75.9362198603
672.0,75.9853609422
673.0,75.8225169733
674.0,75.9056485529
675.0,76.6348574754
676.0,75.5178391222
677.0,76.0866991904
678.0,75.5403299573
679.0,76.0683083958
680.0,76.41529104
681.0,76.2987869286
682.0,75.9998064657
683.0,75.7118365496
684.0,76.1816894779
685.0,76.0747773681
686.0,76.4265241281
687.0,76.0338198385
688.0,76.1786079
689.0,76.7057434253
690.0,75.9612985453
691.0,75.6955587144
692.0,76.1342101587
693.0,76.1212470111
694.0,76.1158226272
695.0,75.7782549049
696.0,75.655135422
697.0,76.1031687102
698.0,75.721425298
699.0,76.3640294392
700.0,75.7742118981
701.0,75.7453288246
702.0,75.9877106783
703.0,76.1229156114
704.0,76.0740161281
705.0,75.9021462307
706.0,75.7798186562
707.0,75.7583423118
708.0,76.2951405037
709.0,76.2981234049
710.0,75.8427563548
711.0,75.4903282401
712.0,76.0171122225
713.0,75.6290912966
714.0,75.8459321615
715.0,76.2208911196
716.0,76.0800915058
717.0,76.1232501577
718.0,75.7184852685
719.0,75.9976628022
720.0,76.2322028074
721.0,75.9450383839
722.0,75.6878058112
723.0,75.8527722714
724.0,76.317793956
725.0,75.8829239479
726.0,76.0988638636
727.0,75.4010904782
728.0,76.3137437794
729.0,75.9649190728
730.0,75.9837608148
731.0,75.9628815799
732.0,75.7552263905
733.0,76.4382135214
734.0,75.8485918626
735.0,76.1238423569
736.0,76.1935897952
737.0,76.4476829317
738.0,75.3885530888
739.0,75.6736030022
740.0,76.1120132504
741.0,75.7144093416
742.0,76.2114445061
743.0,76.3724180401
744.0,75.8593406057
745.0,76.4249784276
746.0,75.8094764408
747.0,75.7368727264
748.0,76.0237810003
749.0,76.0726675729
750.0,76.2714482106
751.0,76.0701240573
752.0,75.8202269257
753.0,75.8909262765
754.0,76.4350823021
755.0,75.9929730223
756.0,75.7501544702
757.0,76.6224591882
758.0,76.0215809644
759.0,76.2482892061
760.0,75.9586244262
761.0,76.1925521667
762.0,75.8505695776
763.0,76.6169782726
764.0,76.1399394473
765.0,76.142950389
766.0,75.6612922379
767.0,75.6412886649
768.0,76.3320647007
769.0,76.295725439
770.0,76.2351220256
771.0,75.9251128145
772.0,75.5478752394
773.0,76.11883099
774.0,75.7948099044
775.0,75.7217468911
776.0,76.1912278475
777.0,75.7700344617
778.0,75.829702109
779.0,75.9288594806
780.0,76.1397014073
781.0,76.1171189392
782.0,75.7255921825
783.0,75.4075844613
784.0,76.0431776412
785.0,75.7200472871
786.0,76.0476341027
787.0,75.7675415083
788.0,76.1497825954
789.0,75.2441983798
790.0,76.4198456433
791.0,75.7889052795
792.0,75.6844284155
793.0,75.9312863967
794.0,76.0831289725
795.0,76.4708435277
796.0,75.7686228392
797.0,76.0267450381
798.0,76.2059201178
799.0,75.5419650375
800.0,76.4184316319
801.0,75.9733143476
802.0,75.7822250767
803.0,76.0949208343
804.0,75.8700942952
805.0,76.0403008824
806.0,75.9618954278
807.0,75.8702394653
808.0,76.1386650603
809.0,75.8686844715
810.0,75.9748066391
811.0,75.632065164
812.0,76.1098605271
813.0,75.8896049547
814.0,76.0547526778
815.0,76.1422079532
816.0,76.5063483372
817.0,75.5825366766
818.0,75.9112508301
819.0,75.9817157062
820.0,75.8360346406
821.0,76.0775697734
822.0,75.9184881581
823.0,76.2067541291
824.0,75.6276665579
825.0,75.7366638579
826.0,75.5045861669
827.0,75.8767477076
828.0,75.6352285238
829.0,75.8933636848
830.0,76.2460948448
831.0,76.5508816271
832.0,75.8695437964
833.0,75.7785165777
834.0,75.9353214533
835.0,75.7126141394
836.0,75.6486330936
837.0,76.2109987788
838.0,76.0713846561
839.0,75.73300135
840.0,76.2880546256
841.0,76.1213957853
842.0,75.7606746525
843.0,76.2597414574
844.0,75.8317585232
845.0,75.6814651435
846.0,75.5710866703
847.0,76.2783952868
848.0,76.0030760844
849.0,76.2129335485
850.0,76.0325109752
851.0,75.6403744982
852.0,75.9934771686
853.0,75.9272246595
854.0,75.9727888252
855.0,76.2320085848
856.0,76.2786042519
857.0,76.3074696809
858.0,75.7945063532
859.0,76.0186577289
860.0,76.4562532263
861.0,75.7410224286
862.0,75.8945004123
863.0,76.0506079708
864.0,75.566104014
865.0,75.6762595337
866.0,75.875471394
867.0,76.2697286519
868.0,75.3383134094
869.0,75.8431727338
870.0,76.2764746213
871.0,76.0352617305
872.0,76.1806025805
873.0,75.6464997041
874.0,76.1453506442
875.0,76.3533267143
876.0,76.0486303055
877.0,76.0762901194
878.0,75.8775587693
879.0,76.2336738667
880.0,75.6908146547
881.0,75.6335158301
882.0,75.8761292236
883.0,76.1355772491
884.0,76.0098746682
885.0,75.8099434397
886.0,75.9615781586
887.0,76.1233819244
888.0,75.673014108
889.0,75.7568719521
890.0,75.6513465913
891.0,75.6383957408
892.0,75.7024618266
893.0,75.2456303706
894.0,75.5933553472
895.0,75.7817527391
896.0,76.1692538373
897.0,76.3007046707
898.0,76.1043753121
899.0,75.7334242917
900.0,75.9701352459
901.0,75.9908445274
902.0,75.8064478933
903.0,76.3376234214
904.0,75.6570815922
905.0,76.2849503998
906.0,76.5399285072
907.0,75.8646075902
908.0,75.9143051115
909.0,75.8532652119
910.0,76.0423250794
911.0,75.3794184544
912.0,76.4461223411
913.0,76.2705422886
914.0,76.0953890818
915.0,75.6642567878
916.0,76.14986574
917.0,75.8586719449
918.0,75.6573566847
919.0,75.8200523918
920.0,75.6844930781
921.0,76.6978670837
922.0,75.694769953
923.0,75.9146146727
924.0,75.9852844367
925.0,76.1452982603
926.0,76.3176561022
927.0,76.4184538749
928.0,75.989170003
929.0,75.6227408542
930.0,75.8693462076
931.0,75.0
932.0,75.8451486621
933.0,76.1085437891
934.0,75.7120429136
935.0,76.0628514061
936.0,76.1575572635
937.0,76.3800485614
938.0,75.745613741
939.0,75.8632567168
940.0,76.160710706
941.0,76.2360334295
942.0,75.8104459229
943.0,75.8186897439
944.0,75.7363196027
945.0,76.2137105181
946.0,76.0071066145
947.0,76.4733128103
948.0,75.5229855246
949.0,75.4626470255
950.0,75.6172945436
951.0,76.2291798577
952.0,75.7633954685
953.0,75.2745125221
954.0,76.1113695895
955.0,75.8465182249
956.0,75.6136811593
957.0,76.0360643599
958.0,75.6863320546
959.0,76.2518802633
960.0,75.8360498539
961.0,76.2523685774
962.0,75.7965256715
963.0,75.8826623974
964.0,76.1991656312
965.0,76.1488707929
966.0,75.7570234837
967.0,76.1160409104
968.0,75.307848644
969.0,76.1768838003
970.0,76.2473482666
971.0,75.9847279076
972.0,75.9113793193
973.0,76.241168281
974.0,76.1565182733
975.0,75.9460273019
976.0,75.9100814365
977.0,75.7619389785
978.0,75.728111816
979.0,75.5771466455
980.0,76.3003262752
981.0,76.4897769816
982.0,76.0566212712
983.0,76.0658997916
984.0,75.2131886334
985.0,75.9532617717
986.0,76.0755745293
987.0,76.323014751
988.0,75.9932207918
989.0,76.1129317504
990.0,75.7007936786
991.0,76.4351968961
992.0,76.1904187728
993.0,75.5593637699
994.0,76.0460848621
995.0,76.3630152729
996.0,75.6814199462
997.0,75.6330624877
998.0,75.5095798933
999.0,75.7703297832
1000.0,75.9111570444
1001.0,76.0038557146
1002.0,76.0128545186
1003.0,75.8929209804
1004.0,76.000496151
1005.0,75.9989224092
1006.0,75.7245337451
1007.0,76.2168294105
1008.0,75.9378768903
1009.0,75.8954027057
1010.0,75.8747030311
1011.0,76.0816664747
1012.0,76.0650856935
1013.0,75.9425357977
1014.0,76.431647835
1015.0,76.2408057538
1016.0,75.6451480014
1017.0,76.0264007317
1018.0,75.8112421214
1019.0,76.0723700051
1020.0,76.1826826056
1021.0,76.5047955584
1022.0,75.6059875952
1023.0,76.0248076657
1024.0,76.1316370011
1025.0,75.8902994687
1026.0,75.6965488837
1027.0,75.5645131179
1028.0,75.9319112035
1029.0,75.4694092697
1030.0,75.7897575882
1031.0,75.5635986682
1032.0,76.5368107872
1033.0,76.7294199432
1034.0,76.3492100313
1035.0,76.0225638971
1036.0,76.2916972321
1037.0,76.3767811558
1038.0,76.1527358104
1039.0,75.8128234648
1040.0,76.2105837144
1041.0,75.91743798
1042.0,76.5070836149
1043.0,76.1839402803
1044.0,75.4623332544
1045.0,75.7522773006
1046.0,75.7862990056
1047.0,76.0126367307
1048.0,76.4488746578
1049.0,75.8842060735
1050.0,75.711110303
1051.0,75.84824761
1052.0,76.1281958896
1053.0,75.4631406591
1054.0,76.1431288724
1055.0,75.9495197823
1056.0,76.1052563667
1057.0,76.5127074606
1058.0,75.8788513476
1059.0,76.3143845842
1060.0,75.5534313009
1061.0,76.0636197719
1062.0,75.7670020322
1063.0,76.0033895967
1064.0,75.6331789235
1065.0,75.3655499004
1066.0,75.8226260449
1067.0,75.9376018751
1068.0,75.9777329792
1069.0,76.1386246172
1070.0,76.307669722
1071.0,75.7584265019
1072.0,76.0636375631
1073.0,75.7419470984
1074.0,76.4413147746
1075.0,76.2442687733
1076.0,75.6309199056
1077.0,75.678237031
1078.0,75.7595016637
1079.0,75.8473053004
1080.0,75.938354907
1081.0,76.1985442565
1082.0,75.704007742
1083.0,76.0652246833
1084.0,76.0518671404
1085.0,104.310914254
1086.0,104.114197978
1087.0,104.316838897
1088.0,103.629288281
1089.0,104.196917702
1090.0,104.008548465
1091.0,104.074099816
1092.0,104.17040887
1093.0,104.549364199
1094.0,103.963292686
1095.0,103.999599452
1096.0,104.580494157
1097.0,104.73884221
1098.0,104.276526519
1099.0,104.395587454
1100.0,104.170703154
1101.0,104.363784356
1102.0,104.300748439
1103.0,104.181712461
1104.0,104.210654986
1105.0,103.598901582
1106.0,104.124018121
1107.0,103.811670281
1108.0,103.96460695
1109.0,104.131459534
1110.0,104.641461168
1111.0,104.056005474
1112.0,104.029251151
1113.0,104.395353234
1114.0,104.259726006
1115.0,104.018691954
1116.0,104.021535186
1117.0,104.366454732
1118.0,104.056529269
1119.0,103.925991174
1120.0,104.046653036
1121.0,104.703936021
1122.0,103.636693603
1123.0,103.823902398
1124.0,104.082447419
1125.0,103.882666609
1126.0,104.614969199
1127.0,104.398287289
1128.0,104.599924807
1129.0,103.990777546
1130.0,104.066629889
1131.0,104.911378829
1132.0,104.211324979
1133.0,104.356488546
1134.0,104.416426541
1135.0,104.466990229
1136.0,104.288160379
1137.0,104.22360881
1138.0,104.245346323
1139.0,104.012370416
1140.0,104.38601578
1141.0,104.286163651
1142.0,104.247241945
1143.0,104.465622695
1144.0,104.706575731
1145.0,104.720389847
1146.0,104.45099814
1147.0,104.204894625
1148.0,103.971216617
1149.0,104.063457331
1150.0,104.725970083
1151.0,104.33900877
1152.0,104.003224616
1153.0,104.120367849
1154.0,103.864068947
1155.0,104.158956517
1156.0,104.463713543
1157.0,103.558524192
1158.0,103.732008185
1159.0,103.932278486
1160.0,104.427338923
1161.0,104.252798894
1162.0,103.853616217
1163.0,104.525217415
1164.0,104.302359842
1165.0,104.451116583
1166.0,103.71916978
1167.0,104.171852873
1168.0,104.001885485
1169.0,104.083588267
1170.0,104.485041434
1171.0,103.646361647
1172.0,104.238192873
1173.0,104.217668223
1174.0,103.915798549
1175.0,104.11629503
1176.0,103.894394051
1177.0,103.828658419
1178.0,104.158323861
1179.0,103.67341133
1180.0,103.791749505
1181.0,104.17300702
1182.0,104.05336707
1183.0,104.532836809
1184.0,104.520490669
1185.0,103.901531226
1186.0,103.888764015
1187.0,104.045336027
1188.0,104.357058937
1189.0,103.989642221
1190.0,103.885866882
1191.0,104.192214906
1192.0,104.032794288
1193.0,104.538289659
1194.0,104.123798402
1195.0,104.489504613
1196.0,104.106168408
1197.0,103.981112465
1198.0,103.472597206
1199.0,104.529063897
1200.0,104.404878302
1201.0,104.304929983
1202.0,104.202090421
1203.0,103.828543541
1204.0,103.86178279
1205.0,104.414099248
1206.0,104.615423287
1207.0,104.033483698
1208.0,103.983574359
1209.0,104.307745939
1210.0,103.735967768
1211.0,103.920291471
1212.0,104.735939675
1213.0,104.112997244
1214.0,104.253282174
1215.0,104.46347002
1216.0,104.417535529
1217.0,104.278787038
1218.0,104.104461734
1219.0,104.179253839
1220.0,104.437993802
1221.0,103.801460994
1222.0,104.267737361
1223.0,104.224862998
1224.0,103.803538873
1225.0,103.963326171
1226.0,104.253455886
1227.0,104.532035086
1228.0,103.895954632
1229.0,103.979283484
1230.0,104.11693135
1231.0,104.340463482
1232.0,103.924532651
1233.0,104.466080374
1234.0,104.183334636
1235.0,104.282397917
1236.0,104.531650106
1237.0,104.343798332
1238.0,103.995735441
1239.0,103.887050236
1240.0,104.46627497
1241.0,103.869623729
1242.0,103.77573498
1243.0,104.375282385
1244.0,104.339542052
1245.0,103.904218703
1246.0,104.325543822
1247.0,104.644373001
1248.0,104.299322933
1249.0,103.872583688
1250.0,104.478332028
1251.0,104.334692971
1252.0,104.212402946
1253.0,104.252177318
1254.0,104.411698848
1255.0,104.084058542
1256.0,103.913177054
1257.0,104.717867858
1258.0,104.182809657
1259.0,104.456214586
1260.0,103.935000125
1261.0,104.110119882
1262.0,104.240207961
1263.0,104.455139074
1264.0,104.054421697
1265.0,104.228319006
1266.0,104.171973609
1267.0,104.228624402
1268.0,104.583495563
1269.0,104.215981405
1270.0,103.886409849
1271.0,104.346459196
1272.0,104.316235384
1273.0,104.124210032
1274.0,103.929966221
1275.0,104.75016575
1276.0,104.333129575
1277.0,103.982866721
1278.0,104.514510508
1279.0,103.703560348
1280.0,104.15381709
1281.0,104.518768895
1282.0,104.462266531
1283.0,103.63779583
1284.0,104.456785351
1285.0,103.734093097
1286.0,104.097279643
1287.0,103.968671161
1288.0,104.322101584
1289.0,104.406069017
1290.0,104.249404556
1291.0,104.362198079
1292.0,104.083840937
1293.0,104.641763663
1294.0,104.225855785
1295.0,104.293953467
1296.0,104.217633032
1297.0,103.623016736
1298.0,104.098092397
1299.0,104.356755629
1300.0,103.809067955
1301.0,104.196202947
1302.0,104.293660109
1303.0,104.20851057
1304.0,104.224643935
1305.0,104.284941028
1306.0,103.805442158
1307.0,104.718431398
1308.0,103.942723484
1309.0,103.911714775
1310.0,104.304440313
1311.0,103.834945072
1312.0,104.158370925
1313.0,104.514511792
