Parameter	CCO_mu	CCO_mu_star	CCO_sigma	CCO_mu_star_conf	TOI_mu	TOI_mu_star	TOI_sigma	TOI_mu_star_conf	CBF_mu	CBF_mu_star	CBF_sigma	CBF_mu_star_conf	Vmca_mu	Vmca_mu_star	Vmca_sigma	Vmca_mu_star_conf
Gn	0.2806983727662144	0.2806983727662144	2.8069837276621414	0.5404252715757489	68.84148682365638	68.84148682365638	688.4148682365656	140.30479045384087	0.0079988832951134	0.0079988832951134	0.07998883295113404	0.016122170043764195	39.99441647556701	39.99441647556701	399.9441647556701	80.0113672103643
h_0	8.397932600848389	11.780957744111367	59.01311711144531	11.357732466380154	11976.302124940667	23217.1195375551	113791.77454766254	21734.07404232748	-1.6351743392327782	1.9121583833106228	17.346970222136914	3.2938800660055145	-8175.871696163893	9560.791916553113	86734.85111068463	17305.953455314473
H_n	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
h_n	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
J_O2n	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k1_n	12.899666430329289	32.44449007347367	62.14025549334097	10.489155491092427	33.590074030595204	178.71296603528387	822.5020205623705	157.38050905893593	0.027646273764058312	0.027646273764694907	0.11587706668159181	0.022622861334078027	138.23136882028976	138.2313688234727	579.3853334079595	117.1740941572551
k2_n	5.140381108110662	6.979193701505153	40.540903710199366	7.5205675466631146	404.51941567589495	415.4711815777656	2443.900984285617	471.7321466538008	0.0906640268611366	0.09066403569611266	0.6027223798310853	0.11648752046955738	453.32013430568287	453.32017848056324	3013.611899155426	581.2288440944099
k3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k30	-1.8618642000004852	5.337798572144011	18.7586213315365	3.5457120244488456	-295.2163341310351	378.71441576731644	3237.4505962287885	631.9503601430357	0.49936166333191534	1.24955865917358	9.526331055376009	1.8650328352131724	2496.8083166595784	6247.7932958679	47631.65527688004	9077.65087457459
K_G	-6.557166072390336	12.681020013711379	52.4534524661532	9.501135666951505	7295.451304243396	7998.433776796271	37884.71494348418	7475.066539085757	0.8844338487641782	1.015777921915652	4.166453934827458	0.8231989359611341	4422.16924382089	5078.8896095782575	20832.269674137297	4141.0466432638905
k_lk2	1.8389509078340631	13.863102211044477	28.906341361152293	4.905971289311663	-430.8361165978664	430.8377434746498	1703.5023127932905	339.0617868649936	-0.005709781480813715	0.11036748629750796	0.5921951009228731	0.11414444407567952	-28.54890740406986	551.8374314875387	2960.975504614366	560.495714980295
K_sigma	1.2430972177071964	6.8676103372033355	17.320591580736508	3.2932138507231317	9273.176083947572	20260.322765566303	97701.57469948496	17752.31593814813	-9.040706512328025	9.123508516205623	69.38925311889003	14.051554728875399	-45203.53256164009	45617.54258102808	346946.26559444994	70051.94398990406
k_unc	2.432061409715624	5.3052722012860265	22.851185278238386	4.389807919663676	-44.482967274545985	44.482967274545985	51.559919123380546	9.86307314949293	0.006733557374602673	0.006733557374602738	0.011038870447264594	0.002088197316068521	33.66778687301365	33.667786873013995	55.194352236322416	10.930142170643961
kCV	-4.864700132970259	4.864700132970259	48.64700132970259	9.287636365490595	-113.99064902992448	113.99064902992448	1139.9064902992452	216.6736390390246	-0.009724505893744394	0.009724505893744394	0.09724505893744392	0.019547492851608908	-48.62252946872197	48.62252946872197	486.22529468721933	93.41970932209408
Keq1_n	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Keq2_n	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
L_CV0	1.578228245297881	1.7054547150973696	15.423230040974078	2.923320422652502	-170.0927564452177	171.69668381221535	1694.2314436740253	339.21193927171674	-0.05803650549622805	0.05850345880452976	0.5803875439714139	0.1130505390217129	-290.1825274811403	292.5172940226486	2901.9377198570687	571.2322055243098
L_CVfrac	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
L_CVmax	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
L_CVn	1.8947835517689993	10.452280917474955	25.990815611256334	4.4745126063366865	-94.36898281901193	447.1880929913119	2066.1084869024035	410.70547207428245	0.01050002900167047	0.05081145119520979	0.18038530170890127	0.034584395008845886	52.50014500835349	254.0572559760506	901.9265085445064	174.19874932500576
L_lk0	-2.1359132738832685	5.342394401189646	20.911011234867786	4.081033056947701	-43.502576958327175	43.50348974546088	47.280997466188495	8.848351314022363	0.006036710507696772	0.006036710507696774	0.007919641360891534	0.001518022256481018	30.18355253848382	30.18355253848382	39.59820680445764	7.508975300808075
L_lkfrac	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
L_lkn	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
L_n	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mu_max	0.5988983193357987	11.132100921966963	32.84863956298278	6.04044168739491	-4580.957121798899	5414.9796847112375	41066.78990959845	8114.603492521363	-1.1307723059308068	1.2275662702957266	6.0454734518276405	1.1688679067813044	-5653.861529654029	6137.831351478629	30227.367259138187	5922.626695499649
n_h	2.3217961942174643	12.560089853859916	50.142006625629236	9.7151849191158	17698.547237963263	29919.180043777757	175688.70993840686	34969.1464242312	0.24499398385270715	0.25892709674241954	1.6705376033215047	0.32588562223124945	1224.9699192635355	1294.635483712098	8352.688016607528	1583.53626387633
n_m	2.580594944255094	9.027245022600313	39.330177018082836	7.337077512099381	7093.242163986904	28852.461064538857	151400.54004078323	30121.287389174126	3.2945579898080086	3.4523526296599805	26.280077098878404	5.379978733600288	16472.78994904004	17261.7631482999	131400.38549439202	24916.641175712048
NADH	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NADHn	-9.276885265345383	31.810832704337546	48.35245081154798	7.293448721899125	-268.3623161607934	428.7350569796435	2527.371843756954	485.4506171154961	-116470.7723002877	116470.7723003437	1164707.2953693003	233449.8087958352	-582353861.5014387	582353861.5017188	5823536476.846502	1130356207.6521745
NADNADHrat	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NADNADHratn	-9.183443766921071	30.786346020059817	46.290581233106586	6.905609302797	-34.988304704653935	168.05471825751218	1025.5384139857556	192.568586634865	-23.72185982828828	23.721859849789308	237.11778295170433	47.82252847890004	-118609.29914144136	118609.29924894651	1185588.9147585218	234262.48665839786
NADpool	5.310642039584596	29.570360443256792	45.05379727705663	6.549341091840595	-1500.307020839498	1565.3290238813972	13510.290780839796	2596.1665181902367	-4773.81330516515	4773.834856502966	47729.31988908949	9284.112740686824	-23869066.52582575	23869174.28251483	238646599.44544744	46000487.238036394
O2_n	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
O2c_n	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P_1n	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P_an	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
p_C1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
p_C3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P_ic	-6.731281751626809	10.453745840887057	46.47610508362692	8.88192448849254	-10827.858545829316	10827.858545829316	78174.19618364712	15358.985298778352	-0.17175191047692123	0.17175191047692123	0.6202504001071361	0.1245689215316153	-858.7595523846062	858.7595523846062	3101.25200053568	585.8100886919145
P_icn	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
p_tot	-4.566773403959668	69.63967087759337	127.46150797890998	20.969498415842008	1147.9117594879303	1968.2176577257007	9503.202601901508	1830.4279132763634	-0.21996386960170194	0.334031380613268	1.3888902855389145	0.2580597987076611	-1099.8193480085101	1670.156903066341	6944.451427694575	1360.8986063883324
p_totNADH	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P_v	-3.9927293440628353	5.116797343856215	43.535475097957054	8.624896055962852	1967.1616707985813	2430.2321937180664	14088.174882323297	2724.040445894769	-0.30918457386878395	0.3136687445336604	2.9308319446137925	0.5693337475038218	-1545.9228693439204	1568.3437226683018	14654.159723068957	2815.8033337669626
P_vn	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Pa_CO2n	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
pH_mn	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
pH_o	-0.7275670483701434	6.387026945220174	26.223103655315672	5.017198923499013	-39461.545518878265	55754.83571724719	401820.55391482497	78766.33461916099	1.6731120564701414	1.6733290257214792	14.490542614378166	2.749763405714557	8365.560282350707	8366.645128607397	72452.71307189082	13691.136306093857
pH_on	-5.15157909663932	5.15157909663932	48.70258040954525	9.250432677125342	-183.81636967095844	183.81636967095844	1330.740461901085	266.2581748560546	-0.01778845577650096	0.01778845577650096	0.12570167143684102	0.024327204604625924	-88.9422788825048	88.9422788825048	628.5083571842054	123.8570801969198
phi	2.225439651419762	21.599461971686345	37.27862863078677	6.0960217330863555	-5729.92273543487	6685.106366523083	43247.37491727178	8372.828097839076	-0.11093604955422064	0.2988399049049988	0.6843106427896946	0.127312806452356	-554.6802477711037	1494.1995245249925	3421.553213948472	615.59599615837
r_0	-22.97069061362403	41.17311528140219	79.153130106731	12.98380371409986	-24528.721057207928	61502.89770768717	396806.75195491186	75990.15421797713	1.53425858169874	2.014587145102139	13.075574497770988	2.485798178858284	7671.292908493702	10072.935725510693	65377.87248885493	12999.379494433222
R_autc	3.30333346310398	4.751315928729147	32.574697479378806	6.164576815266133	124.00286351002666	1484.8942784402293	8479.904961113647	1690.6117527962003	0.19783978904985858	0.23281435023161898	1.975100964370628	0.38547803441721473	989.1989452492921	1164.0717511580956	9875.50482185314	1858.4867098385305
R_auto	-2.6179074951053507	4.036457900419583	22.44064942976186	4.338693262519898	310.3873015329858	673.1764119447496	4162.025293980048	806.4241637662103	-0.021680256827530688	0.05844026566109822	0.2614980210729873	0.050764746159955056	-108.4012841376533	292.20132830549124	1307.4901053649367	263.4543883521569
R_autp	2.4886617110197773	5.5083609376212666	24.26952795830038	4.499235491185062	6719.753162509237	7165.123308650254	55232.07911424372	10546.983294487294	0.20382572993598497	0.33128677600491385	1.6583136129894653	0.320942072520057	1019.1286496799241	1656.4338800245698	8291.568064947325	1572.4668085352762
R_autu	1.2851783971651884	3.260363351926598	22.087854349351794	4.068355531643485	-159.70415560526567	181.460533083181	1202.4282830312575	230.38763518521426	-0.13615786495312782	0.14357388735114912	1.3468769652046348	0.26507280977545583	-680.7893247656392	717.8694367557456	6734.384826023172	1305.4058659685693
r_CV	-2.041995459568247	2.3400280792707746	15.666485246267241	2.9020745308389175	199.8311963349387	340.649413934539	2732.9165355571367	498.29919789839295	-0.011318617572657173	0.01180638001963483	0.08377630532141712	0.01642153836709944	-56.5930878632858	59.03190009817426	418.8815266070854	80.33442707386912
r_m	4.165992656588796	28.45860139418101	79.03756707411833	14.662774007808789	1426794242.3925698	1426878515.7538047	14268147955.76246	2856931776.4363914	1.225016954147099	1.4640151418838732	8.417637210629396	1.601512794369139	6125.084770735496	7320.075709419363	42088.18605314698	8235.31579525721
r_n	0.0	0.0	0.0	0.0	-164.9156052894996	427.4717044628684	1096.5489787179984	194.32931084533894	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
r_t	-18.73751921186669	40.26186856040247	83.80633876590775	14.90069559999078	58115.83086881574	63854.79381901754	353166.9979837316	65953.07558124984	116603.63711851793	116604.54899149881	1164694.6158970392	222713.32220457745	583018185.5925896	583022744.957494	5823473079.485197	1132773746.0424256
SaO2_n	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ScO2_n	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
sigma_coll	0.8507804637645467	2.8693477744929172	9.016909036449274	1.692623760873821	-62467.9344337903	63033.60042579691	266364.6488769011	53892.45187256996	6.175398945556797	7.962538304212721	67.49820306029315	13.220599800121752	30876.994727783996	39812.691521063614	337491.0153014658	66556.9128669236
sigma_e0	6.974787522454616	7.569805755825031	34.12170858143032	6.849855018685901	-15385.267636407689	16516.865797990515	156657.18057676885	30318.00310945518	22.42240298345426	25.24124656079289	237.97098837771014	46.75550122773261	112112.01491727127	126206.23280396445	1189854.9418885503	229789.69529836983
sigma_en	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SvO2_n	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
t_c	-0.7036636220225323	0.7036636220225323	7.036636220225315	1.3337018254569393	-69.57971503804886	69.57971503804886	695.7971503804895	128.6843126534972	-0.007988202999145483	0.007988202999145483	0.07988202999145506	0.015904436483575663	-39.941014995727414	39.941014995727414	399.4101499572746	82.13358258194647
T_en	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
T_max0	19.830415549162222	29.65360806194691	85.06885504226487	15.99565431682169	-6343.627028255411	8477.057526198387	39802.862221642405	7948.321115426168	-0.34240908571155804	0.7819244875752489	3.989066345137408	0.8060358910782106	-1712.0454285577912	3909.622437876244	19945.33172568704	3832.8480762593304
T_maxn	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
T_mn	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
t_o	-3.270370495683735	3.2775522036085842	32.734697755260285	6.393368134996343	-107.60160250775108	107.75464308439776	1076.4219878661634	212.74217321791585	-0.018060403308175148	0.01821959380947725	0.18140534319073065	0.035099047148314445	-90.30201654087809	91.09796904738863	907.0267159536529	169.1709061002708
t_p	3.2725734514841145	3.275355675164428	32.73446881895939	6.659698433574622	107.73045901229663	107.74596283870761	1076.4089262869004	218.82686633683477	0.018193551777402558	0.018194900149862695	0.18139153893320928	0.036103441377046894	90.96775888701285	90.9745007493135	906.9576946660462	173.39088282769296
t_u	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
u_n	0.7098694952285919	0.7098694952285919	7.098694952285927	1.3982482318973701	70.18525663339209	70.18525663339209	701.8525663339193	138.92739393588084	0.0080239446201737	0.0080239446201737	0.08023944620173684	0.015647534802943307	40.11972310086849	40.11972310086849	401.19723100868464	74.8304245538153
v_cn	13.197520114754406	30.836268104730287	99.39632247504866	18.741959002702103	-8651.115083422497	10897.384829961038	48714.718430271154	9222.678157386796	130.90262311092732	132.64798003944423	1314.8694146192508	255.75349287893027	654513.1155546367	663239.9001972213	6574347.073096255	1276880.034297154
v_on	-3.0140328954667783	16.526497541064327	52.5298442493831	9.57122620843874	-1238.2424122414313	4874.937367844172	28263.30909276445	5130.759695147165	0.2768637398629211	0.42572815317913976	1.329070903521255	0.25158945481123673	1384.3186993146055	2128.640765895698	6645.354517606275	1237.800742281256
v_pn	-5.8097502829096035	38.93190789826473	94.64410653305292	16.79556542085728	9335.896401679762	13571.018590905185	76552.64959550265	14890.995758772295	5.839708700060095	6.761667353229109	59.12657042830216	11.271698308797186	29198.543500300468	33808.33676614555	295632.8521415107	56796.68657563573
v_un	4.906698328322202	6.408554638844662	26.155455741268117	5.029561325869284	650.194282689959	951.1540619966386	4738.678281332226	885.1320124379623	2.791997516242376	2.918698811846034	27.81016213636109	5.34131930309117	13959.987581211884	14593.49405923017	139050.81068180545	28236.846439322042
Vol_mit	7.058953069228649	99.27751489034038	113.34554182520243	10.678106018408666	-4699.043009465576	6034.769204084835	46439.991934741294	9186.67407985307	0.2965682494372418	0.29656830780574966	1.9704132531862748	0.3971882036049226	1482.8412471862143	1482.8415390287428	9852.066265931373	1956.2741641131677
XOa	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
XOa_n	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
XOv_n	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Xtot	-2.642421011257663	18.456661158130522	49.99699380722397	9.219834571924837	9838.386450140048	22475.29322463844	115236.84281195966	22771.31297630319	-1.0513351944146077	1.3023096158245326	11.218070476579467	2.228394898719092	-5256.675972073041	6511.5480791226655	56090.352382897334	11060.467638270304
Xtot_n	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Vmca	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CCO	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CBF	2.991461012667857	2.991461012667857	29.914610126678582	5.6514499284066515	102.23124353575284	102.23124353575284	1022.3124353575282	199.93173393076157	0.007090985549932309	0.007090985549932309	0.070909855499323	0.013198437892159699	35.45492774966154	35.45492774966154	354.54927749661516	69.30339623047843
TOI	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
