Parameter	HbT_mu	HbT_mu_star	HbT_sigma	HbT_mu_star_conf	CCO_mu	CCO_mu_star	CCO_sigma	CCO_mu_star_conf	TOI_mu	TOI_mu_star	TOI_sigma	TOI_mu_star_conf	TOTAL_mu	TOTAL_mu_star	TOTAL_sigma	TOTAL_mu_star_conf	HbD_mu	HbD_mu_star	HbD_sigma	HbD_mu_star_conf
CBFn	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ck2	0.019959314304741314	0.14374789176002253	0.644093683697019	0.12542551404514488	0.0230612440915206	0.15631541614168262	0.700523969707764	0.13062970448157277	-0.03378330126675718	0.11653239649776237	0.6344272195420023	0.12186841845145185	0.07895773703542736	0.6505549080592659	2.9155702304581235	0.5618103948128048	0.06972047990592262	0.23973965981297682	1.103392599235908	0.21086227502441743
CMRO2_n	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CVinh	-0.07192879564455819	0.14238875689931935	0.5578738507260734	0.10302550852603339	0.06951278949899645	0.27391347465001065	1.1451404076900085	0.21311030159530883	-0.09062806737535159	0.22298105860588055	0.925496806579315	0.1781456351105128	-0.10403442908184565	0.7290073867453617	3.0503273525052776	0.5621378933181065	-0.010990355560932575	0.21266351951153184	0.7867623907177554	0.14702263886453554
cytox_tot	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
cytox_tot_tis	-7.084894899971524	7.582447964498584	56.84305932438482	10.805871716828314	0.29522351748744213	0.6602878148493381	1.368026835952816	0.2378963060944927	-0.32589523405807097	0.9946673267520991	4.015429172619885	0.7755750273929685	-8.268679287503787	10.371482441529857	58.45282060411778	11.165865383398284	-1.1531126709616304	1.7825748060075168	9.207337545995435	1.7892644956707648
D_O2	-0.08930594616390138	0.16616806244596244	0.5854272028165438	0.11215949908268305	-0.26351522004676375	0.808348655227341	2.7703224318337196	0.5348963706524081	2.5497429339260407	2.723585985461726	24.69792302412292	4.8848672028168165	2.1423645180456905	4.186571423914555	25.420567577715172	4.889153845547904	-0.05455724966968612	0.8006965645839812	3.1227055586213024	0.5849025398370162
Dp3_corr	-0.006063464930999315	0.0779571757039646	0.4179000980749104	0.08102337986577188	0.08714139747523707	0.22561826793079853	0.8756374113515343	0.16655283887179492	-0.10190371911111892	0.28920996713219516	1.5258163215192206	0.2910242594293786	0.16985509254723222	1.0964964948606195	4.780030412600725	0.9039836569481005	0.19068087911411297	0.5421032830693536	3.2623878746677875	0.6288791711218304
Dp_30	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Dp_CV0	-0.4589348997592903	0.5478736626017087	3.5634002209064604	0.6921582687294825	-0.4646776893406405	0.666766796353943	2.054755623644083	0.3963114505676981	-0.07580473868333631	0.3405359749790787	1.1300137275684672	0.20985702071220438	-1.0285822096978658	2.372990171277584	8.154575206701912	1.503951885930201	-0.02916488191459882	1.033291209854926	4.105559621563563	0.7640955499800933
Dp_n	0.21496095385765848	0.9293870704195843	3.8627545905599816	0.7364724547722739	0.07969719446085391	0.9574632019827386	2.4987056579006452	0.4459757250112391	-382.55129203242234	383.0330796315365	3822.7713226231895	737.3294829011327	-382.9162694566059	386.2661058264185	3822.7564488353773	769.8655466561913	-0.659635572502108	1.9911772718987957	10.087635022957075	2.0241810568893848
DpH_n	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Dpsi_n	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
E1NADH	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
E1NADH_n	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
E_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
E_1n	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
E_2	841142227.050101	841142227.2750809	8411422270.974411	1588941232.733972	0.05086327004636635	0.32791323968382163	0.9803738323521195	0.1773971486331544	13.76826837083543	14.385999120274814	138.62378549623816	27.15239023920048	841142239.1168293	841142244.0072156	8411422271.7450695	1738943269.3889148	-1.7524031632328314	2.0987878314158652	14.376934127886257	2.6907984263441853
E_a30	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
E_c0	0.3887660105717828	0.5883420893680087	3.3147179006448284	0.6734012613942234	-0.10098364876110473	0.6751739929930253	2.66584028361883	0.5128399473763645	0.5830066403946169	0.7091598148835401	3.3063926541878494	0.6333323095376727	0.8537023297033948	2.4169082081893247	7.958427005764416	1.4526674773962511	-0.017086672501900227	1.0174458126258228	3.6256500001183833	0.6776626786344859
E_N0	-0.40522388267124254	0.8031047014200271	3.7870744409017205	0.7042740545981332	0.07588576321251786	0.6990620755635927	1.8896660536595924	0.3310037089152682	-0.24453358672746714	1.1363455349780498	3.960135149250286	0.7237764199990363	-1.189927461489623	4.175583488558849	11.198643085445223	2.053044915349555	-0.616055755303432	1.9615249463056708	7.228089814586122	1.3818525588383685
f_n	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gn	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
h_0	841113991.3872088	841113991.7470914	8411139910.113377	1648453288.90297	-0.10362914151248002	0.42119555955373356	1.0502306180318577	0.18694459750578643	-17.01604376430056	17.821533152728705	171.21148656185798	34.70541395171454	841097270.6366478	841130715.4854786	8411141600.722246	1704530397.669042	-16703.630887603045	16705.797971818094	167043.71653962927	33530.052226321306
H_n	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
h_n	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
J_O2n	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k1_n	2209.852140281142	2209.9309153126414	22080.639468162466	4337.462874015933	-0.03830072926025472	0.2680300886701373	0.7131439040040444	0.13046714988466573	0.24281601606703446	0.36136988450132435	1.9732615210813313	0.38187334563878245	2209.560002240811	2210.1252785677493	22079.716663848012	4224.2318224739865	-0.4966533271387471	0.5158495446576177	3.0387197143680367	0.5847394376071239
k2_n	2207.818236439113	2208.3457703250688	22080.83761247973	4395.5872139150415	-0.08995990706036824	0.09291075592424124	0.7396359670728337	0.1415998289049542	-1.7086301215913615	1.997477747607312	16.364895523089235	3.083285213358158	2205.7101014128953	2210.3359621633786	22080.10627716056	4062.0224109259116	-0.3095449975668724	0.3212785812433326	2.2644976127274465	0.4602037143194727
k3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k30	-0.004557248247806496	0.06867449455709428	0.4392321801072659	0.08464720881630865	0.014601140165169217	0.09891984676625891	0.47691599496472864	0.09033248004068252	0.006911814599238049	0.044371880063893185	0.23020196142660068	0.043070092106610995	0.9353178941479535	1.2087415340617655	10.500629163849982	2.063630903094313	0.9183621876313522	1.0271262398049505	9.637657056886292	1.9049442750212318
K_G	-0.05374831610221342	0.2898698974269276	0.7793960613238902	0.13696889799484926	-0.05046089417647456	0.44832593466004217	1.3240523249962382	0.24233822156969262	-17.23797963871129	17.814744229678585	171.18193844563754	32.55073571014733	-16.371265379397656	19.854849107986706	170.7440443377488	32.19495969130623	0.9709234695923142	1.7807197116463376	10.428258928733458	1.9657748965096522
k_lk2	0.39553193204682396	0.5480719334971021	2.883562786077779	0.5481850307031074	-0.052455486937950366	0.9076581286855986	3.065498913484973	0.5845239594439374	0.027709892397098885	0.2679522327285123	0.7891075718083963	0.14293236708094623	0.08761521239690646	2.5090579055565323	9.267446891905191	1.7935958286071279	-0.28317112510906634	1.086818609291903	5.05606801234335	0.949774686095215
K_sigma	-0.13368621054498364	0.7397205727219301	1.546004137141256	0.2682845291661742	-0.19910142143352652	1.0318418263691653	3.382136497455997	0.6062152439984938	-0.10546710310676817	0.45895634284548664	1.131552589587916	0.20813414621298978	5549964.054028544	5549968.3483704785	55499650.64011279	11304632.539767755	5549964.492283281	5549966.638820674	55499651.24385983	10512217.24843277
k_aut	1.4563920036522817	2.3491096721564464	14.76004890441161	2.7928051173483937	0.0812656519437676	0.4637632949569977	1.558059324336445	0.28574983487182715	6.995635397576193	8.087275861948221	67.71009185802619	13.027241689442022	-16693.97883856956	16716.5529825246	167045.4950758768	33173.94668390414	-16702.512131622727	16707.11546811637	167044.25224747046	33168.451391654446
k_unc	-0.006222120490932209	0.0723512550232173	0.3688652328350325	0.07086011279968998	0.006159082024663654	0.1218950794878507	0.5099668875394393	0.09526081892291811	-0.04900269236701117	0.3361724676713337	2.172785807991787	0.41915276445156846	-0.1703970270484048	0.6442686641505709	3.4732000414663844	0.6748294925196139	-0.12133129621512509	0.14761245368069345	0.8915803740556815	0.17330945550581392
kCV	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Keq1_n	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Keq2_n	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
L_CV0	-0.10176022716869187	0.16964476079187388	0.8345233305251252	0.15958962695276854	-0.07527446296770529	0.14620315951335583	0.6096927658905406	0.11646307310979732	-0.24982905397437785	0.2791857316334056	2.0333082471096118	0.3783544816757474	-0.9296145353109457	1.2822439234389729	7.048515164617656	1.4364532717761997	-0.5027507912001705	0.7103280108576644	5.391643365386476	1.0515538793805432
L_CVfrac	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
L_CVmax	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
L_CVn	-0.3340063234942056	0.3706535627332089	1.1853016691520444	0.22163309454874489	-0.30795087581183994	0.5663805430380995	1.6788440460648515	0.3114358107331213	-0.1930115351993815	0.5318306967038855	2.158950381227601	0.40201761497391736	-1.5660625060073945	2.167204097571853	6.722602035786209	1.2653128377668579	-0.731093771501968	1.1315979335968769	4.034040441386923	0.772088944325283
L_lk0	0.12973869883926886	1.0263365417596588	4.973402041336498	0.9435637777644429	0.05530931881861274	0.607776176648332	3.2500515446492564	0.6283277825607351	-1.536248947218625	1.8603815982042582	16.216042224471725	3.182428299291113	-1.916819418870826	4.411414521572732	21.232008864046307	4.101083218536219	-0.5656184893100825	1.005800381134983	5.755326313989768	1.1049229580302122
L_lkfrac	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
L_lkn	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
L_n	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mu_max	-6193.081704509093	6193.782698074976	61745.67185753508	12408.44889884458	0.15402620130773725	0.522829210398434	1.3768566242970737	0.24987663899875573	-0.043265900539346216	1.0932178930507976	4.283419858397235	0.8241605643942018	-6192.316194138789	6196.323857579726	61745.73204576366	12109.004267432618	0.6547500695370166	1.297466371847368	5.209607742251893	0.9671153980185349
n_h	-0.08137758018898389	0.4384437691225912	1.2437734976585981	0.23032151753415103	-0.2743963974562507	0.5073548960240868	2.5232393520091865	0.48231955142383137	17.395707177549344	18.412475706974845	162.68323837347396	31.819229925317927	17.048356576368224	19.581687373098973	163.82425345237405	32.87038179955079	0.008423323599631055	1.0853598393812893	3.742266827299997	0.6991858389156427
n_m	6346.346041103617	6347.517884735148	63291.26208565398	11606.186314028319	0.07364002455742084	0.5260769038435898	1.3054316674084288	0.23525741812459747	-6290395376.541287	6290395387.641479	62903953815.13668	12234024008.26879	-6290389030.079617	6290401702.203535	62903954283.15361	12288154079.777044	0.041986375737189725	1.5790113995600288	5.0608611440227085	0.9623281372966035
NADH	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NADHn	-17.88207097122905	19.020526469387917	184.53621170979326	35.07939157266878	0.21691314084155658	0.6597053253261219	2.4269452033378833	0.4555291292961865	0.007752682987394172	0.35608046431211265	1.727325633098497	0.34268572591688795	-17.022575205465568	20.72365520402158	187.1046867771688	39.49727469129192	0.6348299419345349	0.8415392858834617	4.133949565524373	0.8027452052313659
NADNADHrat	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NADNADHratn	-0.10371565153681292	0.12408293110957846	0.8248170209458532	0.15727556553309202	-0.04543018716773882	0.37388433350282396	1.4000030308372877	0.26333942336991617	-0.30875228000307425	0.380651048803054	3.159056836153937	0.6085427900804246	-0.5508578799313654	0.9625856492542901	4.66352564054626	0.8878834533045171	-0.09295976122373917	0.267789438969321	1.6908674361519171	0.34293379458103207
NADpool	1.2377790002503835	1.31481038734726	8.819904904327553	1.7955296882571556	0.04233390340061119	0.35002448804642605	0.8673721335836629	0.1496614407228402	1.0436515769027	1.1268137363273225	9.377331062456767	1.88799584651057	3.1397302846432473	3.668765309971602	16.493764262460612	3.165442153966452	0.8159658040895524	1.0742534031470863	8.27251004339323	1.603943657158561
O2_n	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
O2c_n	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P_1n	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P_an	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
p_C1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
p_C3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P_ic	-0.14814783155757416	0.23883356435489836	0.8613281166083219	0.1579456507428288	0.03418855266108928	0.12374198426039715	0.4682054945869567	0.08908776796419994	-4.679902437815428	4.918957112531247	45.5492702841146	8.557508458729728	-128774315804.18323	128774315804.50871	1287743157992.0303	252043622945.73843	-128774315799.38937	128774315799.69257	1287743157992.724	243169542154.68378
P_icn	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
p_tot	0.08109359561466793	0.4400276739321711	1.0398431612564687	0.18418798464676686	0.1091514520403226	0.8467168288144085	1.5441269984525479	0.250092723766668	3.129783444830432	3.8290080771297834	29.231579498954815	5.642314921534323	3.4018807882167637	7.284158721827916	31.97448486207927	6.326356827681225	0.08185229573133924	2.6878701111467773	8.904375025413918	1.66240348490887
p_totNADH	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P_v	-2051.7754098498735	2054.3647495938903	20529.906587491547	4107.049142705579	0.4122574002602321	0.5133471544482119	2.5244262908077673	0.49977507373928143	1.7500467674705715	1.8040899201797473	15.069843903512016	2.8593664199101343	-2049.84003898313	2058.045945989472	20530.111391076338	4002.5905420827003	-0.22693330098679723	1.4094118970326823	5.84050068898478	1.1055058274279363
P_vn	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Pa_CO2n	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
pH_mn	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
pH_o	-0.6200434995484013	1.0448131196001478	4.562068267207992	0.9053522464642453	-0.3933314209010598	0.765900002699502	2.5884707567051013	0.4669396930755293	-1.9488504640711337	2.7542397869556203	19.691668943440042	3.8539592944358088	-3.680012533473357	4.716193767194935	23.744274180750924	4.64545919773776	-0.7177871489527601	1.374807150785256	4.029926060775092	0.7621032978212332
pH_on	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
phi	-0.22831124911644796	0.5061486103318478	1.4549307088735812	0.27142596366526295	-0.28477319086388897	0.6670103927785378	2.245121204684619	0.4271835854188157	-1.6345479274351271	5.476359699125494	34.69558400253493	6.764991737283001	-2.6286074295703568	6.627382655467635	35.00181846860346	6.848140670143087	-0.48097506215489233	0.7932756058494875	2.4094485397397016	0.4618122420135344
r_0	22.138771169956406	22.94688629004307	218.5330319967229	42.35907325911007	-0.2168460514207821	1.29528768053442	2.8629060686800005	0.49756749622059665	0.5294645654948134	1.2883130191933796	3.9486850639780324	0.7592376892803914	9557.333444328948	9561.48698852083	95347.3699708883	19906.938785385708	9534.882054644922	9537.039111987502	95348.9207171558	18537.643979173783
R_autc	0.09266451452068032	0.37245437792569447	1.0647395006272793	0.20095938289332885	0.12278231850552217	0.6414505649785015	2.3255520821912343	0.45360269381227564	-1330.9159334591175	1333.1322149288424	13318.528935693801	2570.8466502352744	1750128.3633559663	1752793.8288566277	17514728.84270982	3545924.974653425	1751459.0638425916	1751460.0065158524	17514589.36444503	3519001.199249324
R_auto	0.09360667655989367	0.37460053164592433	1.1977975907281107	0.22898226656172394	0.16128656257490637	0.447244616603818	2.2993887407293983	0.4501232515837924	0.021607105431889092	0.950955209968364	4.089561701645287	0.8030775249396884	-0.3652049358127247	2.915334526380571	10.098457358930167	1.9680564696057987	-0.6417052803794138	2.012424558888269	7.2827530239022344	1.4230734128092428
R_autp	3162.0470203656632	3162.9244321105484	31622.39252922446	6095.109055820666	-0.087927899457963	0.5002589978014136	1.529841514581914	0.2918263389075058	16.21242905638759	16.717381670591415	161.98395023088895	32.12964636063327	3178.075504835629	3180.88192692515	31621.19355956668	6109.935170814372	-0.09601668696610828	1.1922403518077775	3.960553469770826	0.7116491554671126
R_autu	-0.025370566734995666	0.15963886324826038	0.8861916986797588	0.17117163782939943	0.21503497544911276	0.30149099405529944	2.393664499074898	0.463833832563728	-0.22628571905612282	0.27401174219072005	2.019048760078897	0.3931120280636555	0.10058225472660758	1.0377905848327589	6.154073290104857	1.248333368269481	0.13720356506861314	0.44158935085405576	2.3831916179213852	0.4499305550823426
r_CV	0.011930862660753508	0.06240311512317337	0.4350146281480438	0.08448380829718487	-0.04030444843664128	0.05051767492000705	0.26888888903616753	0.05456601926874425	0.052171167196210455	0.1490855729968732	1.0876582857771109	0.2069131854879083	-0.15553175369322916	0.3341256364558432	2.472210549320397	0.48795549101746777	-0.17932933511355262	0.18418451968166283	1.482432019375285	0.2851269084053861
r_m	-1.8382235613705986	3.097915023571602	19.546642092775244	3.8909081719547856	0.3329752681678012	1.8094637428350548	4.220427639987141	0.7524420270765844	0.2137313272245891	1.8357974580478376	4.892278405046631	0.8723147336707427	-1.1768193800050668	10.142911470708208	22.86325553832	3.970198054912851	0.1146975859731418	5.130831989124775	11.910535018979212	2.1322773866824147
r_n	-1.0069053041058817	1.2349192271874683	4.861420266495453	0.9587433835248078	0.0	0.0	0.0	0.0	0.5998123248324384	0.6381389496423341	4.693295102517241	0.9344064697976946	-1.911979353365077	2.581367770485242	8.389149375198437	1.590289099617451	-1.5048863740916338	1.616617030520002	6.785754578558165	1.3783400853334125
r_t	0.1605661683958665	1.4388817617451546	3.4874965118224837	0.628146767956601	0.22414078912012975	1.3847484799962526	2.7496911801548523	0.4677890572321037	0.48376757729242414	1.7856942685947823	5.205493587215667	0.9670087106942413	-9533.565696258614	9542.507391067364	95350.26170179034	18711.679771606767	-9534.434170793424	9538.46204473725	95349.37172903024	19139.90462171556
SaO2_n	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ScO2_n	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
sigma_coll	-0.11555215350930526	0.3556780530024244	0.9685404310579101	0.17000397698922334	-0.3976802417069533	0.6697712771480993	2.608643239283436	0.5141414493459942	-0.07764085192403752	0.5211713777047781	1.7043759447648315	0.3218616661771219	-2.7105680882127787	4.313583192425218	13.730651963268617	2.470823848320266	-2.1196948410724827	3.0229923869909174	12.066799251502427	2.2688645850749665
sigma_e0	1.3964059334942147	1.6491047642605048	14.317247590645396	2.8230750171275303	0.09557759951735942	0.24454703230322267	1.1953834983839988	0.22695242343442026	-0.051238939971247684	0.25674655963943005	1.1928440857827105	0.22976917946063696	1.3364042648109753	2.2979388407477748	15.223346213982305	3.014206434204918	-0.10434032822934966	0.4686789435302633	2.4136657417188516	0.4505226760131784
sigma_en	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SvO2_n	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
t_c	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
T_en	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
T_max0	-0.27608487288802513	1.139354342505253	4.440685326884541	0.8272982962380928	0.11586563638956722	0.6789600829649618	2.252094523176867	0.4092579232905191	6290395001.098015	6290395002.073804	62903949994.96359	12352219865.945894	6290395000.579325	6290395004.479409	62903949994.313354	12633225272.47054	-0.3584741882690698	1.4233392637101816	3.931681280074424	0.7054839223403199
T_maxn	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
T_mn	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
t_o	0.8664056397740532	0.9935608301998384	8.464191530833501	1.681779345184299	0.3010910811560193	0.36899825926535157	2.456018354228262	0.4800626877249208	0.026650341210544517	0.20051106626968251	0.9375913191779828	0.1778504084883685	1.4667122692501762	2.3253017675154877	12.13354377825113	2.2787842467198667	0.27256520710955956	0.9164699379104719	4.3759494571055475	0.8224911052020604
