Parameter	HbT_mu	HbT_mu_star	HbT_sigma	HbT_mu_star_conf	CCO_mu	CCO_mu_star	CCO_sigma	CCO_mu_star_conf	TOI_mu	TOI_mu_star	TOI_sigma	TOI_mu_star_conf	TOTAL_mu	TOTAL_mu_star	TOTAL_sigma	TOTAL_mu_star_conf	HbD_mu	HbD_mu_star	HbD_sigma	HbD_mu_star_conf
h_n	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
J_O2n	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k1_n	0.6352865233947129	0.8449864337296742	6.119459072953492	1.153361040011434	-0.04524115477349973	0.502711270695059	1.4203896156490632	0.2622626829310285	-0.3988992434914054	1.3039593845314719	6.569658084170469	1.2660786734425966	0.5363382097545584	3.205678818331855	11.729959664103946	2.2364109274547372	0.3451920846247537	0.6732960126139896	3.472328275410813	0.6754189673275512
k2_n	0.06383938427768392	0.22255162980988302	0.8705131874681524	0.16963098607427732	0.35749000644097423	0.49479549032144154	3.0134889542090058	0.5975610158781108	213.03934851674552	213.11187119193087	2130.0364106043976	423.2680402652651	216.92905807412546	217.43344115644456	2130.918346790975	408.7958176999032	3.468380166661189	3.6481817528745055	29.063207886679066	5.4881976972914766
k3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k30	0.09196901347039278	0.09759802975101234	0.6899054852179374	0.13342889385588821	0.08967872842374235	0.10432765198857322	0.4286272184330921	0.08252341838079742	0.026456334158304114	0.04951657454009992	0.20376721444337348	0.03915128774623072	0.28532900392618876	0.3144159159571123	1.6085176847253564	0.3162678535913659	0.07722492787374968	0.09845354016432348	0.5078524817234092	0.1012759511449588
K_G	-0.04935278965374141	0.38609266413683535	1.343915272614746	0.2576218488069473	0.2623828080392067	0.7230168507925719	1.9494451604906282	0.35285150477809984	0.2572575745916866	0.5225417754726929	1.5337670712289597	0.2963691681174016	1.1775020237466365	2.4103414441703084	7.624809128361622	1.458703096434685	0.7072144307695063	1.2766197985358219	5.45806842819845	0.9957604888292182
k_lk2	0.08034992899461452	0.18732362509659967	0.6971207678389172	0.128700918047135	0.15572551285208638	0.3687020720125726	0.8180356156496477	0.14939190348653897	35.999699412196286	37.0229869385221	364.1578896907958	72.88273324303907	36.320462304744744	37.787847760179545	365.0118208750211	70.63100259027004	0.08468745070174728	0.45262524657638187	1.3015339281558145	0.22753930780234266
K_sigma	-0.414459678213385	0.6875831516703741	1.9158194526243528	0.3518984588524281	-0.2853705722771222	0.8134249777209728	2.3756718143780895	0.44394170858078286	1009.0450283295461	1010.0285141949488	10093.679328756503	2036.4309376603478	1009.4980851764392	1013.56463601222	10093.641331121822	1998.6784665948267	1.1528870973833911	2.4427421134597194	10.494068934074646	2.0650987032797414
k_aut	-0.056296589268629	0.3161324304812014	0.8101634575397013	0.1419233391248102	-0.07620303892859781	0.34815360696548614	0.9748488563072163	0.1725621342783031	0.3884856279319965	0.9104406612488105	3.857900155763681	0.7427951885478556	-360.21052351616606	364.61182341948654	3612.6549899473493	709.8617840574781	-360.4665095159011	363.7930995836655	3615.108229420217	726.0359367416053
k_unc	0.0027259881743817225	0.011301692851145358	0.04213893896054893	0.008229549670728073	-0.012391654667390029	0.0636552595537656	0.18459866010446535	0.03375564464564508	0.004784976403379168	0.04518734479000084	0.19035651855483224	0.03674444750505566	-0.02289326294243413	0.1029765827146435	0.29709652508352286	0.05591593409255643	-0.018012572852804894	0.04006403959513543	0.11282368565961905	0.02095145605251716
kCV	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Keq1_n	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Keq2_n	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
L_CV0	-0.01825475158458144	0.019656239643394375	0.1825137934937721	0.037202450929377365	-0.0029083610633595216	0.014070862913743548	0.04254393189357586	0.007938423534657627	-0.0019018642712618017	0.004002147014774454	0.01412440423302922	0.0026358029844535977	-0.013866840992717417	0.027734841941777316	0.16546282617512095	0.030996149500461187	0.009198135217585104	0.013420654585323419	0.05916531391562501	0.011162159729092572
L_CVfrac	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
L_CVmax	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
L_CVn	0.007919918482114569	0.21012471753849687	0.7414376808304433	0.13653963384074896	-0.16972525520576287	0.4282671173522967	1.5973399350614916	0.2961633355772498	-0.2706712519808021	0.3743911022893711	1.8485456178057664	0.3599817786791556	-0.7987950235234716	1.5072011446106837	6.002033243942044	1.1277976612974911	-0.3663184348190207	0.5956223201700402	3.0698304012884465	0.5750595340904717
L_lk0	0.0008801807909181299	0.0670071842787822	0.4016483900676003	0.07693295807812375	0.06205810696584635	0.10236754191054562	0.4002191929994105	0.07477602084367009	0.04043740558809336	0.08613838730795592	0.515899001627038	0.10204768242784698	0.18247477924775113	0.3018393906171124	1.622179906157074	0.29557509167035556	0.0790990859028934	0.13051549548597893	0.5152876371105444	0.09803120164647365
L_lkfrac	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
L_lkn	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
L_n	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mu_max	-0.3562538602366258	0.7396951511878669	4.293788507506573	0.8113161196657906	-0.027685587239888898	0.34369861066676033	0.9174580919180642	0.16257128579618987	-0.30797403831197984	0.4656438189598774	1.7244578013862322	0.33142993468194815	-0.9485014554127054	1.9271031650162167	6.453000924005655	1.2095943063702634	-0.25658796962421077	0.6529231532602404	2.8503249478281543	0.5454817173620886
n_h	0.07809597785128228	0.2032436831629542	0.5451340878594625	0.09898682654933033	-0.09669387708789866	0.21871124054597668	0.45675236983040635	0.08160057235705061	0.07276269377594222	0.22905043166585848	0.682575396600815	0.1243621005188774	0.01860879382814125	0.7676581928099452	2.083721972927281	0.3765132928333565	-0.035556000711180154	0.48928219932690103	1.7537858465523055	0.33865203077412687
n_m	18738677.372416567	18738678.15648005	187386774.30246606	36704037.87977307	-0.3511303809257898	0.9902655997828856	3.7224834912540783	0.7016330496646803	-0.5469563367879373	1.0035500321212993	4.784223460585545	0.9136174763776942	18738712.7800672	18738719.099329796	187386765.41028625	36077727.22440332	36.30573734896309	40.3564224572473	267.70707830919025	51.25848173435954
NADH	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NADHn	-0.023440583948974143	0.10062525008936923	0.48521188990325326	0.09641234242283955	0.09471589600142323	0.40336145339624524	0.8167386450024753	0.14201111917992124	-0.0473675171129491	0.11185319976423232	0.569315932385881	0.10635779158283448	0.07269268415828085	0.6341455030173087	1.6244622835518834	0.2934589745759011	0.0487848892187808	0.16874639989074072	0.4812409227701283	0.08741539013013085
NADNADHrat	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NADNADHratn	-0.03137561042459432	0.1096363104027949	0.5448561957467788	0.10603330688425525	-0.16709547509100198	0.3710630257451753	0.8274022670356852	0.14175332041565875	-0.5433789372161156	0.6195033915068827	3.6868352573441685	0.7254991690970121	-1.0066394857114465	1.4192795797546334	5.82535101080007	1.0749516985463887	-0.26478946297973477	0.416894574125914	2.219248214055677	0.40504730753890905
NADpool	-0.7460529773598847	0.9092068723749789	7.558195447293322	1.472474253630858	-0.07665254921734538	0.3948203090810092	0.8746111126039267	0.15297248401299546	0.6866324762742657	0.7728146399139355	4.331608832706191	0.8344978154173769	-0.27567430826058836	2.219410207071389	9.783954816305068	1.8527394328911087	-0.13960125795761832	0.37212762942556554	1.6544533320729693	0.32623489123527766
O2_n	-0.009748432695810286	0.009748432695810286	0.09748432695810265	0.01865538163257193	-0.03223132103652416	0.03223132103652416	0.32231321036524124	0.06257470460243458	-0.15778438531806707	0.15778438531806707	1.577843853180671	0.3097101425691654	-0.23014274513548996	0.23014274513548996	2.301427451354899	0.4527550143065113	-0.030378606085088453	0.030378606085088453	0.3037860608508847	0.05784290767715973
O2c_n	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P_1n	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P_an	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
p_C1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
p_C3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P_ic	0.05658696803864201	0.25721700653816404	0.9717122186780288	0.18447053327886273	0.055275513122416936	0.19837080907437923	0.5781507679688506	0.10261113801494312	0.3622097736384249	0.4712976340198792	2.620118351888701	0.5064288948398432	0.46833106508084527	1.6286332819107465	4.918715690272951	0.912848087914272	-0.005741189718638604	0.8749269730777504	2.800061936114598	0.516831309221456
P_icn	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
p_tot	-0.2274886104562604	0.5209433060830345	1.53744207316625	0.29478364326685613	-0.4367713050480535	1.0125240358439054	3.8922499125287304	0.7306069666116023	1009.4404197764624	1010.6344588840609	10093.640268697241	2010.6478686198304	1008.5164582435078	1012.4431066446012	10093.73681919197	1976.6284534416513	-0.2597016174501509	0.7690332200551846	2.771911664431884	0.5101152759412524
p_totNADH	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P_v	0.009001348693342176	0.14708449542656174	0.6038129656580681	0.11258156988937963	-0.0017320763794543934	0.14629690775557105	0.6265517835899502	0.11341411756509465	0.05633242350608667	0.17312193189322667	0.5537822537576264	0.10191155780508246	0.011253062178768496	0.6816483897344509	2.471849317445174	0.46029375941342837	-0.05234863364120594	0.2383214833999217	0.9553718933230294	0.1824832015175274
P_vn	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Pa_CO2n	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
pH_mn	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
pH_o	-0.2974022102025551	0.4194437504856907	2.4644870486089525	0.45684179760348154	-0.15206236911388113	0.21518753199069626	0.7413340961001043	0.14304186209487482	-0.2025215530490683	0.228554961184371	1.2808078868874213	0.23924541044575434	-1.0238932425162521	1.4250481364841796	5.067566317639853	0.9746849621320712	-0.3719071101507474	0.7509844432756018	2.8060237100397036	0.5465384638831197
pH_on	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
phi	-0.1751647212566468	0.5847061432650189	2.1542056346058964	0.4179270034683535	-0.0564810004929328	0.7014035730046939	1.4610126996667163	0.25058267287872293	0.6458846628169757	0.9488427069620614	3.926909774908738	0.7154901141895453	-97.55772337885452	122.22334115142681	1092.5325034728155	212.04143839229326	-97.97196231992187	120.69986158865277	1091.736135669597	202.2395073263476
r_0	0.07879281425466461	0.843893519476984	1.6261382257826078	0.27621826040139696	0.2875428983638737	1.330105958135928	2.6979289208909947	0.4749392570067035	-0.05836674424345714	0.7272887142585565	1.2279451325947248	0.18882546980353473	2.1453865493739643	5.37090574083836	18.3935492776006	3.4683085170563417	1.8374175809988835	3.476580666786169	17.581666739104	3.3736233650891756
R_autc	0.16095105277645314	0.4296033570770852	1.7857514302923325	0.3397011238932602	-0.1293135627993785	0.40172074825294013	1.7581481881408056	0.3314225303301276	-120.05224574371968	121.0150928390906	1178.7258494763512	221.54659458287108	-129.51263924396216	131.3412649282282	1179.5819689388734	232.79360967957652	-9.49203099021949	9.945843265799365	91.56703318899325	18.66092798260488
R_auto	-0.30081153914314057	0.5866431400833285	3.3546300667987414	0.6498923322933419	-0.30202511120016523	0.43778605817771465	2.1101716686751057	0.4070875952201247	-71.3077840537652	71.7326134297197	713.1437908980124	137.84125960713308	-72.21544188303098	73.06192532889551	713.0806849240918	146.23829167125885	-0.30482117892250576	0.5064071812049946	1.5989184577323086	0.29566340731958723
R_autp	0.003610134139460069	0.29326365775675867	0.9154997136046993	0.16681042695415083	0.22217835968958086	0.3359792920444714	1.6758489140589021	0.3270077777226406	-0.08449817701570328	0.24788426531816615	0.6319906925626488	0.11285824974941484	0.6041643816341673	1.2487310935168463	5.723369912946607	1.1090919211027028	0.46287406482083004	0.7344523142890664	3.397756233334761	0.6568515212910401
R_autu	-0.031221164165948022	0.08401626663260175	0.40156986181027843	0.07665536936640394	-0.03866942069619685	0.1469241522099203	0.6163187758005235	0.11550691959168317	-2.845669292680914	3.231617383619977	26.535396042243566	5.171763564684854	-2.636347890261777	4.1653480082508425	27.7111045513963	5.228859621486791	0.2792119872812804	0.7641737313839968	4.528669179486971	0.878216167943172
r_CV	-0.002596230602380091	0.003627168765260771	0.02809870126367652	0.005402441466753353	-0.04115202819155875	0.04875775147422091	0.2942236101711805	0.05793315520729645	-0.08584345026271682	0.08836347012202891	0.814753958012725	0.1661384784503168	-0.17307642265161932	0.18220111982256745	1.5503855180912596	0.31577203788890834	-0.04348471359496343	0.04926237414311177	0.42014127945738344	0.08178337231665103
r_m	-18738677.105003707	18738678.42514935	187386774.3294898	35376576.53998359	0.15454646835331118	0.9409044044693592	2.0130958890046937	0.34494631189076225	0.7391050187044382	1.2372792096002743	4.866412396715302	0.9678424176927302	-18738677.75266033	18738683.296324782	187386771.1863956	39024423.03911674	-1.5413081107303552	3.810274180308957	15.478726009951815	2.8425670046572455
r_n	-0.30751710020033873	0.48364455018573826	2.385899714987741	0.47557239662672796	0.0	0.0	0.0	0.0	0.23651909173170804	0.27513346762850033	1.1349797222408855	0.21941125955123542	-0.8793324987948187	1.4167125208430928	3.1627678496331777	0.5676909927349126	-0.8083344903261878	1.0731931926138687	2.1256671250386776	0.38892887546971694
r_t	0.5171993985240334	0.9288107275249673	1.871403563315946	0.3384239270007707	0.517729439173891	1.5101851580174843	4.851421770503037	0.8426355853855249	0.563681521852024	1.9667469722617275	5.914817573909472	1.088538282162077	2.0013919646252907	6.983957958539288	15.621704611374227	2.7746776701171827	0.40278160507534383	3.402931136183729	9.249948908078402	1.6557883081698381
SaO2_n	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ScO2_n	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
sigma_coll	-0.9958396161474289	1.0480213227787323	7.650714294926401	1.469645406217626	-0.13550585106770593	0.18783791995306842	0.6430620238674329	0.12346260295368863	-0.5710326894420712	0.704552546250349	3.1977894684835673	0.6002066943531377	106.50565194791682	112.72404126178567	1092.441271381291	210.09870005429653	108.20803010457406	110.92318856465481	1092.2343757149742	209.5073974360978
sigma_e0	-0.7238678793993074	0.8457215633661602	5.740200692670348	1.1670503742892693	-0.1225683225246603	0.21719191043864647	0.8990809194844029	0.1712986401882695	-0.3861848304242973	1.3051070452752966	7.671637204807936	1.4600352211742513	-235.56791628464217	236.83023962984706	2345.0219214859	463.6440274061065	-234.33529525229397	234.8590772809378	2344.876841912999	462.0723949349894
sigma_en	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SvO2_n	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
t_c	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
T_en	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
T_max0	0.08504550503181521	0.6035006400362284	2.8330635177491112	0.5303622900412658	-0.17468472439821134	0.5295996555464632	1.7956007262776312	0.322620061192763	-0.09315389008377911	0.8828845559965314	3.951074544262778	0.7768409772341084	-49.60948411954772	52.126805735873965	458.5452612124594	87.61352687898878	-49.42669101009753	50.369901075888265	458.47724351395743	89.82477039623662
T_maxn	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
